iter	Passed	Remaining
1669	27127	21604
1670	27144	21589
1671	27158	21571
1672	27173	21553
1673	27187	21535
1674	27202	21518
1675	27218	21502
1676	27235	21486
1677	27252	21470
1678	27268	21453
1679	27283	21437
1680	27298	21419
1681	27313	21402
1682	27329	21386
1683	27344	21369
1684	27359	21351
1685	27375	21335
1686	27394	21321
1687	27409	21304
1688	27426	21288
1689	27440	21270
1690	27455	21253
1691	27470	21235
1692	27486	21219
1693	27502	21203
1694	27517	21185
1695	27532	21168
1696	27548	21152
1697	27564	21136
1698	27578	21118
1699	27594	21101
1700	27610	21085
1701	27626	21069
1702	27643	21053
1703	27661	21038
1704	27677	21021
1705	27693	21005
1706	27710	20989
1707	27724	20972
1708	27739	20954
1709	27755	20938
1710	27770	20921
1711	27786	20904
1712	27798	20885
1713	27813	20868
1714	27831	20853
1715	27847	20837
1716	27862	20819
1717	27877	20802
1718	27895	20787
1719	27911	20771
1720	27928	20755
1721	27944	20739
1722	27959	20722
1723	27975	20705
1724	27991	20689
1725	28008	20674
1726	28025	20658
1727	28042	20642
1728	28059	20626
1729	28074	20609
1730	28090	20593
1731	28109	20578
1732	28128	20564
1733	28144	20548
1734	28158	20530
1735	28175	20514
1736	28189	20497
1737	28206	20481
1738	28224	20466
1739	28240	20450
1740	28256	20433
1741	28272	20417
1742	28288	20401
1743	28303	20383
1744	28322	20369
1745	28339	20353
1746	28358	20339
1747	28375	20323
1748	28392	20308
1749	28409	20292
1750	28426	20276
1751	28444	20261
1752	28463	20247
1753	28482	20233
1754	28499	20217
1755	28514	20200
1756	28532	20185
1757	28550	20170
1758	28568	20155
1759	28587	20140
1760	28602	20124
1761	28620	20109
1762	28638	20094
1763	28655	20078
1764	28674	20064
1765	28693	20050
1766	28714	20036
1767	28729	20019
1768	28746	20003
1769	28764	19989
1770	28780	19972
1771	28798	19957
1772	28813	19940
1773	28831	19925
1774	28849	19910
1775	28867	19894
1776	28883	19878
1777	28899	19862
1778	28915	19845
1779	28932	19830
1780	28948	19813
1781	28963	19796
1782	28978	19779
1783	28992	19761
1784	29007	19744
1785	29024	19729
1786	29041	19713
1787	29058	19697
1788	29073	19680
1789	29089	19664
1790	29105	19647
1791	29123	19632
1792	29141	19617
1793	29157	19600
1794	29175	19585
1795	29190	19568
1796	29206	19552
1797	29226	19538
1798	29250	19527
1799	29272	19515
1800	29292	19501
1801	29309	19485
1802	29329	19471
1803	29343	19454
1804	29362	19439
1805	29380	19424
1806	29397	19408
1807	29412	19391
1808	29430	19376
1809	29444	19358
1810	29459	19341
1811	29478	19326
1812	29493	19310
1813	29511	19294
1814	29525	19277
1815	29539	19259
1816	29558	19244
1817	29573	19227
1818	29590	19211
1819	29607	19196
1820	29626	19181
1821	29643	19165
1822	29661	19150
1823	29678	19134
1824	29695	19119
1825	29712	19103
1826	29728	19087
1827	29745	19071
1828	29762	19055
1829	29778	19038
1830	29794	19021
1831	29815	19009
1832	29834	18994
1833	29850	18978
1834	29865	18960
1835	29880	18943
1836	29896	18927
1837	29911	18910
1838	29928	18894
1839	29944	18878
1840	29961	18862
1841	29976	18845
1842	29991	18828
1843	30007	18811
1844	30023	18794
1845	30037	18777
1846	30051	18760
1847	30071	18745
1848	30089	18730
1849	30109	18716
1850	30126	18701
1851	30145	18686
1852	30165	18672
1853	30183	18657
1854	30200	18641
1855	30218	18626
1856	30234	18609
1857	30252	18594
1858	30267	18577
1859	30285	18562
1860	30302	18546
1861	30319	18530
1862	30336	18514
1863	30358	18501
1864	30375	18485
1865	30393	18470
1866	30413	18456
1867	30431	18441
1868	30449	18425
1869	30467	18411
1870	30484	18394
1871	30499	18377
1872	30516	18361
1873	30532	18345
1874	30549	18329
1875	30567	18314
1876	30583	18297
1877	30601	18282
1878	30615	18264
1879	30638	18252
1880	30655	18236
1881	30674	18222
1882	30690	18205
1883	30706	18189
1884	30724	18173
1885	30740	18157
1886	30757	18141
1887	30773	18125
1888	30791	18110
1889	30810	18094
1890	30824	18077
1891	30842	18062
1892	30859	18045
1893	30876	18030
1894	30894	18015
1895	30908	17997
1896	30924	17980
1897	30939	17964
1898	30956	17948
1899	30972	17931
1900	30988	17914
1901	31004	17898
1902	31024	17884
1903	31040	17867
1904	31058	17852
1905	31075	17836
1906	31094	17821
1907	31110	17805
1908	31126	17788
1909	31143	17772
1910	31159	17756
1911	31174	17739
1912	31189	17722
1913	31205	17705
1914	31222	17689
1915	31237	17673
1916	31253	17656
1917	31268	17639
1918	31286	17624
1919	31302	17607
1920	31319	17591
1921	31335	17575
1922	31355	17561
1923	31372	17545
1924	31390	17529
1925	31406	17513
1926	31424	17497
1927	31441	17481
1928	31457	17465
1929	31474	17449
1930	31492	17434
1931	31510	17419
1932	31528	17403
1933	31546	17388
1934	31561	17371
1935	31576	17353
1936	31594	17338
1937	31609	17321
1938	31625	17305
1939	31642	17289
1940	31659	17273
1941	31675	17256
1942	31692	17241
1943	31710	17225
1944	31725	17208
1945	31740	17191
1946	31758	17176
1947	31774	17159
1948	31790	17142
1949	31805	17125
1950	31819	17108
1951	31834	17091
1952	31852	17076
1953	31870	17060
1954	31888	17045
1955	31905	17029
1956	31924	17014
1957	31945	17000
1958	31963	16985
1959	31980	16969
1960	31997	16953
1961	32014	16937
1962	32033	16922
1963	32049	16906
1964	32067	16890
1965	32085	16874
1966	32102	16859
1967	32119	16843
1968	32136	16827
1969	32155	16812
1970	32172	16796
1971	32190	16780
1972	32209	16766
1973	32225	16749
1974	32241	16732
1975	32257	16716
1976	32275	16700
1977	32292	16685
1978	32311	16669
1979	32326	16653
1980	32344	16637
1981	32373	16627
1982	32392	16612
1983	32413	16598
1984	32430	16582
1985	32446	16566
1986	32462	16550
1987	32478	16533
1988	32495	16517
1989	32513	16501
1990	32529	16485
1991	32547	16469
1992	32564	16454
1993	32582	16438
1994	32597	16421
1995	32616	16406
1996	32634	16390
1997	32652	16375
1998	32671	16360
1999	32690	16345
2000	32710	16330
2001	32727	16314
2002	32743	16298
2003	32762	16283
2004	32780	16267
2005	32799	16252
2006	32817	16237
2007	32834	16221
2008	32852	16205
2009	32867	16188
2010	32885	16172
2011	32903	16157
2012	32920	16141
2013	32936	16125
2014	32953	16108
2015	32970	16092
2016	32987	16076
2017	33004	16060
2018	33018	16043
2019	33033	16026
2020	33051	16010
2021	33068	15994
2022	33085	15978
2023	33102	15962
2024	33118	15946
2025	33138	15931
2026	33154	15914
2027	33175	15900
2028	33192	15884
2029	33210	15869
2030	33226	15852
2031	33250	15839
2032	33269	15824
2033	33283	15807
2034	33301	15791
2035	33316	15774
2036	33334	15758
2037	33350	15742
2038	33367	15726
2039	33380	15708
2040	33398	15692
2041	33414	15676
2042	33431	15660
2043	33447	15643
2044	33464	15627
2045	33481	15611
2046	33496	15594
2047	33512	15578
2048	33530	15562
2049	33545	15545
2050	33563	15529
2051	33579	15513
2052	33596	15497
2053	33614	15481
2054	33630	15465
2055	33646	15448
2056	33663	15432
2057	33676	15414
2058	33694	15399
2059	33709	15382
2060	33724	15364
2061	33739	15347
2062	33754	15330
2063	33771	15315
2064	33786	15298
2065	33813	15286
2066	33834	15272
2067	33853	15256
2068	33867	15239
2069	33881	15222
2070	33897	15205
2071	33915	15189
2072	33931	15173
2073	33945	15156
2074	33963	15140
2075	33980	15124
2076	33997	15108
2077	34012	15091
2078	34029	15075
2079	34047	15059
2080	34063	15043
2081	34080	15027
2082	34095	15009
2083	34112	14993
2084	34126	14976
2085	34145	14961
2086	34162	14945
2087	34177	14928
2088	34195	14912
2089	34210	14895
2090	34227	14879
2091	34243	14862
2092	34259	14846
2093	34275	14829
2094	34293	14814
2095	34311	14798
2096	34329	14782
2097	34345	14766
2098	34361	14749
2099	34376	14732
2100	34391	14715
2101	34407	14699
2102	34423	14682
2103	34438	14665
2104	34453	14649
2105	34470	14632
2106	34486	14616
2107	34503	14599
2108	34518	14583
2109	34533	14566
2110	34549	14549
2111	34566	14533
2112	34583	14517
2113	34600	14501
2114	34618	14485
2115	34633	14468
2116	34651	14452
2117	34667	14436
2118	34686	14421
2119	34701	14404
2120	34717	14387
2121	34733	14371
2122	34749	14355
2123	34766	14338
2124	34782	14322
2125	34797	14305
2126	34814	14289
2127	34829	14272
2128	34847	14256
2129	34864	14240
2130	34881	14224
2131	34898	14208
2132	34914	14191
2133	34930	14175
2134	34946	14158
2135	34962	14142
2136	34980	14126
2137	34999	14111
2138	35016	14094
2139	35031	14078
2140	35046	14061
2141	35065	14045
2142	35083	14030
2143	35098	14013
2144	35117	13997
2145	35132	13981
2146	35148	13964
2147	35167	13949
2148	35184	13933
2149	35200	13916
2150	35218	13900
2151	35237	13885
2152	35253	13868
2153	35269	13852
2154	35286	13836
2155	35301	13819
2156	35316	13802
2157	35333	13786
2158	35349	13769
2159	35365	13753
2160	35380	13736
2161	35398	13720
2162	35414	13704
2163	35431	13687
2164	35448	13671
2165	35467	13656
2166	35484	13640
2167	35503	13624
2168	35520	13608
2169	35536	13592
2170	35551	13575
2171	35569	13559
2172	35588	13544
2173	35612	13530
2174	35630	13514
2175	35648	13499
2176	35664	13482
2177	35680	13466
2178	35696	13449
2179	35712	13433
2180	35729	13417
2181	35745	13400
2182	35762	13384
2183	35778	13367
2184	35798	13352
2185	35816	13336
2186	35831	13320
2187	35849	13304
2188	35866	13288
2189	35885	13272
2190	35901	13256
2191	35920	13240
2192	35937	13224
2193	35953	13208
2194	35971	13192
2195	35988	13176
2196	36003	13159
2197	36020	13142
2198	36036	13126
2199	36054	13110
2200	36070	13094
2201	36086	13077
2202	36101	13060
2203	36121	13045
2204	36136	13028
2205	36153	13012
2206	36171	12996
2207	36188	12980
2208	36205	12964
2209	36224	12949
2210	36240	12932
2211	36258	12916
2212	36273	12899
2213	36300	12887
2214	36318	12871
2215	36334	12854
2216	36350	12838
2217	36367	12822
2218	36383	12805
2219	36404	12790
2220	36423	12775
2221	36442	12759
2222	36459	12743
2223	36476	12727
2224	36495	12711
2225	36512	12695
2226	36527	12678
2227	36544	12662
2228	36559	12645
2229	36574	12628
2230	36591	12612
2231	36607	12596
2232	36624	12579
2233	36640	12563
2234	36656	12546
2235	36673	12530
2236	36691	12514
2237	36706	12498
2238	36722	12481
2239	36737	12464
2240	36750	12446
2241	36765	12430
2242	36779	12413
2243	36795	12396
2244	36810	12379
2245	36827	12363
2246	36843	12346
2247	36860	12330
2248	36875	12313
2249	36890	12296
2250	36908	12280
2251	36925	12264
2252	36943	12248
2253	36960	12232
2254	36973	12215
2255	36990	12199
2256	37007	12182
2257	37023	12166
2258	37039	12149
2259	37054	12132
2260	37071	12116
2261	37089	12100
2262	37107	12084
2263	37123	12068
2264	37139	12051
2265	37153	12034
2266	37168	12017
2267	37184	12001
2268	37201	11985
2269	37218	11968
2270	37234	11952
2271	37250	11936
2272	37270	11920
2273	37286	11904
2274	37302	11887
2275	37320	11871
2276	37335	11855
2277	37351	11838
2278	37367	11821
2279	37381	11804
2280	37397	11788
2281	37416	11772
2282	37434	11756
2283	37450	11740
2284	37467	11724
2285	37485	11707
2286	37503	11692
2287	37522	11676
2288	37536	11659
2289	37554	11643
2290	37572	11627
2291	37590	11611
2292	37609	11596
2293	37627	11580
2294	37642	11563
2295	37658	11546
2296	37675	11530
2297	37692	11514
2298	37707	11497
2299	37721	11480
2300	37736	11463
2301	37753	11447
2302	37770	11431
2303	37785	11414
2304	37801	11397
2305	37817	11381
2306	37835	11365
2307	37853	11349
2308	37872	11333
2309	37889	11317
2310	37907	11301
2311	37925	11285
2312	37946	11270
2313	37961	11254
2314	37981	11238
2315	38002	11223
2316	38020	11207
2317	38035	11190
2318	38050	11173
2319	38065	11157
2320	38084	11141
2321	38099	11124
2322	38118	11109
2323	38134	11092
2324	38152	11076
2325	38175	11062
2326	38193	11045
2327	38213	11030
2328	38230	11014
2329	38249	10998
2330	38265	10982
2331	38282	10966
2332	38305	10951
2333	38331	10937
2334	38349	10921
2335	38372	10907
2336	38389	10891
2337	38409	10875
2338	38426	10859
2339	38445	10843
2340	38463	10827
2341	38479	10810
2342	38493	10794
2343	38512	10778
2344	38526	10761
2345	38544	10745
2346	38563	10729
2347	38580	10713
2348	38598	10697
2349	38617	10681
2350	38634	10665
2351	38651	10648
2352	38667	10632
2353	38685	10616
2354	38700	10599
2355	38716	10582
2356	38730	10565
2357	38747	10549
2358	38761	10532
2359	38779	10516
2360	38794	10499
2361	38810	10483
2362	38828	10467
2363	38845	10450
2364	38862	10434
2365	38879	10418
2366	38894	10401
2367	38910	10384
2368	38927	10368
2369	38944	10352
2370	38961	10336
2371	38980	10320
2372	38997	10303
2373	39013	10287
2374	39032	10271
2375	39049	10255
2376	39068	10239
2377	39087	10223
2378	39104	10207
2379	39118	10190
2380	39134	10173
2381	39149	10157
2382	39166	10140
2383	39183	10124
2384	39206	10109
2385	39225	10094
2386	39240	10077
2387	39258	10061
2388	39275	10044
2389	39293	10028
2390	39311	10012
2391	39331	9997
2392	39347	9980
2393	39363	9964
2394	39380	9947
2395	39396	9931
2396	39412	9914
2397	39429	9898
2398	39443	9881
2399	39459	9864
2400	39477	9848
2401	39492	9832
2402	39511	9816
2403	39528	9800
2404	39546	9783
2405	39566	9768
2406	39586	9752
2407	39604	9736
2408	39622	9720
2409	39640	9704
2410	39658	9688
2411	39676	9672
2412	39694	9656
2413	39712	9640
2414	39728	9623
2415	39744	9607
2416	39763	9591
2417	39779	9574
2418	39795	9558
2419	39810	9541
2420	39830	9525
2421	39848	9509
2422	39864	9493
2423	39883	9477
2424	39899	9460
2425	39915	9444
2426	39930	9427
2427	39949	9411
2428	39969	9395
2429	39988	9379
2430	40007	9364
2431	40025	9348
2432	40045	9332
2433	40062	9316
2434	40079	9299
2435	40097	9283
2436	40113	9267
2437	40132	9251
2438	40148	9234
2439	40163	9217
2440	40179	9201
2441	40194	9184
2442	40211	9168
2443	40228	9151
2444	40245	9135
2445	40260	9118
2446	40277	9102
2447	40293	9085
2448	40307	9068
2449	40322	9051
2450	40337	9035
2451	40352	9018
2452	40365	9001
2453	40381	8984
2454	40398	8968
2455	40421	8953
2456	40439	8937
2457	40453	8920
2458	40470	8903
2459	40486	8887
2460	40503	8870
2461	40519	8854
2462	40537	8838
2463	40553	8821
2464	40570	8805
2465	40586	8788
2466	40601	8771
2467	40618	8755
2468	40635	8739
2469	40652	8723
2470	40669	8706
2471	40685	8690
2472	40702	8673
2473	40718	8657
2474	40735	8640
2475	40753	8624
2476	40769	8608
2477	40784	8591
2478	40798	8574
2479	40815	8557
2480	40829	8541
2481	40845	8524
2482	40863	8508
2483	40880	8491
2484	40896	8475
2485	40912	8458
2486	40928	8442
2487	40944	8425
2488	40959	8409
2489	40976	8392
2490	40992	8376
2491	41009	8359
2492	41026	8343
2493	41043	8327
2494	41059	8310
2495	41077	8294
2496	41092	8277
2497	41108	8261
2498	41124	8244
2499	41140	8228
2500	41153	8211
2501	41170	8194
2502	41184	8177
2503	41200	8161
2504	41217	8144
2505	41232	8128
2506	41248	8111
2507	41265	8095
2508	41283	8078
2509	41299	8062
2510	41315	8045
2511	41333	8029
2512	41349	8013
2513	41364	7996
2514	41381	7980
2515	41396	7963
2516	41410	7946
2517	41427	7930
2518	41445	7913
2519	41461	7897
2520	41477	7880
2521	41493	7864
2522	41508	7847
2523	41527	7831
2524	41543	7815
2525	41561	7798
2526	41584	7783
2527	41602	7767
2528	41620	7751
2529	41637	7735
2530	41653	7718
2531	41670	7702
2532	41692	7686
2533	41712	7670
2534	41730	7654
2535	41747	7638
2536	41766	7622
2537	41782	7605
2538	41802	7590
2539	41824	7574
2540	41843	7558
2541	41862	7542
2542	41880	7526
2543	41899	7510
2544	41914	7493
2545	41932	7477
2546	41947	7460
2547	41964	7444
2548	41979	7427
2549	41994	7410
2550	42012	7394
2551	42029	7378
2552	42045	7361
2553	42061	7345
2554	42078	7328
2555	42096	7312
2556	42111	7295
2557	42128	7279
2558	42141	7262
2559	42155	7245
2560	42171	7228
2561	42187	7212
2562	42204	7196
2563	42221	7179
2564	42237	7163
2565	42253	7146
2566	42267	7129
2567	42283	7113
2568	42297	7096
2569	42315	7079
2570	42332	7063
2571	42351	7047
2572	42367	7031
2573	42381	7014
2574	42400	6998
2575	42418	6981
2576	42436	6965
2577	42454	6949
2578	42470	6933
2579	42487	6916
2580	42503	6900
2581	42521	6883
2582	42538	6867
2583	42555	6850
2584	42573	6834
2585	42591	6818
2586	42608	6802
2587	42626	6785
2588	42642	6769
2589	42657	6752
2590	42673	6736
2591	42690	6719
2592	42707	6703
2593	42724	6686
2594	42740	6670
2595	42756	6653
2596	42772	6637
2597	42788	6620
2598	42805	6604
2599	42822	6588
2600	42838	6571
2601	42853	6554
2602	42867	6538
2603	42882	6521
2604	42897	6504
2605	42915	6488
2606	42930	6471
2607	42947	6455
2608	42962	6438
2609	42978	6422
2610	42994	6405
2611	43011	6389
2612	43038	6374
2613	43052	6357
2614	43068	6340
2615	43084	6324
2616	43100	6307
2617	43115	6291
2618	43132	6274
2619	43147	6258
2620	43164	6241
2621	43179	6224
2622	43195	6208
2623	43213	6192
2624	43231	6175
2625	43246	6159
2626	43263	6142
2627	43280	6126
2628	43297	6110
2629	43313	6093
2630	43332	6077
2631	43350	6061
2632	43366	6044
2633	43382	6028
2634	43398	6011
2635	43412	5994
2636	43428	5978
2637	43445	5961
2638	43461	5945
2639	43477	5928
2640	43493	5912
2641	43509	5895
2642	43526	5879
2643	43543	5862
2644	43562	5846
2645	43578	5830
2646	43599	5814
2647	43615	5797
2648	43631	5781
2649	43649	5765
2650	43670	5749
2651	43687	5732
2652	43705	5716
2653	43723	5700
2654	43741	5683
2655	43762	5667
2656	43777	5651
2657	43797	5635
2658	43814	5618
2659	43831	5602
2660	43846	5585
2661	43863	5569
2662	43879	5552
2663	43896	5536
2664	43912	5519
2665	43929	5503
2666	43944	5486
2667	43958	5470
2668	43973	5453
2669	43988	5436
2670	44004	5420
2671	44021	5403
2672	44037	5387
2673	44055	5371
2674	44073	5354
2675	44089	5338
2676	44106	5321
2677	44124	5305
2678	44140	5289
2679	44159	5272
2680	44173	5256
2681	44190	5239
2682	44206	5223
2683	44225	5206
2684	44242	5190
2685	44259	5174
2686	44275	5157
2687	44293	5141
2688	44310	5124
2689	44325	5108
2690	44341	5091
2691	44357	5075
2692	44376	5058
2693	44394	5042
2694	44410	5026
2695	44427	5009
2696	44444	4993
2697	44459	4976
2698	44476	4960
2699	44495	4943
2700	44510	4927
2701	44529	4911
2702	44547	4894
2703	44566	4878
2704	44585	4862
2705	44602	4845
2706	44620	4829
2707	44638	4813
2708	44656	4797
2709	44672	4780
2710	44688	4763
2711	44703	4747
2712	44719	4730
2713	44737	4714
2714	44754	4697
2715	44768	4681
2716	44784	4664
2717	44800	4648
2718	44815	4631
2719	44831	4614
2720	44845	4598
2721	44860	4581
2722	44876	4565
2723	44890	4548
2724	44908	4532
2725	44923	4515
2726	44941	4499
2727	44957	4482
2728	44972	4465
2729	44990	4449
2730	45006	4433
2731	45025	4416
2732	45046	4400
2733	45064	4384
2734	45080	4367
2735	45094	4351
2736	45112	4334
2737	45128	4318
2738	45144	4301
2739	45159	4285
2740	45175	4268
2741	45192	4252
2742	45208	4235
2743	45222	4219
2744	45237	4202
2745	45252	4185
2746	45267	4169
2747	45283	4152
2748	45298	4136
2749	45313	4119
2750	45329	4102
2751	45345	4086
2752	45360	4069
2753	45378	4053
2754	45396	4037
2755	45412	4020
2756	45428	4003
2757	45444	3987
2758	45459	3970
2759	45473	3954
2760	45491	3937
2761	45507	3921
2762	45522	3904
2763	45539	3888
2764	45555	3871
2765	45575	3855
2766	45594	3839
2767	45613	3823
2768	45630	3806
2769	45648	3790
2770	45664	3773
2771	45680	3757
2772	45695	3740
2773	45712	3724
2774	45730	3707
2775	45747	3691
2776	45773	3675
2777	45799	3659
2778	45819	3643
2779	45833	3627
2780	45848	3610
2781	45864	3593
2782	45880	3577
2783	45895	3560
2784	45909	3544
2785	45925	3527
2786	45939	3511
2787	45957	3494
2788	45974	3478
2789	45991	3461
2790	46007	3445
2791	46024	3428
2792	46040	3412
2793	46058	3395
2794	46076	3379
2795	46094	3363
2796	46112	3346
2797	46128	3330
2798	46145	3313
2799	46161	3297
2800	46177	3280
2801	46194	3264
2802	46209	3247
2803	46225	3231
2804	46240	3214
2805	46257	3198
2806	46271	3181
2807	46286	3164
2808	46302	3148
2809	46317	3131
2810	46332	3115
2811	46347	3098
2812	46366	3082
2813	46384	3065
2814	46400	3049
2815	46416	3032
2816	46433	3016
2817	46450	2999
2818	46466	2983
2819	46482	2966
2820	46499	2950
2821	46515	2934
2822	46532	2917
2823	46552	2901
2824	46571	2884
2825	46589	2868
2826	46606	2852
2827	46622	2835
2828	46640	2819
2829	46655	2802
2830	46670	2786
2831	46687	2769
2832	46705	2753
2833	46720	2736
2834	46736	2720
2835	46752	2703
2836	46768	2687
2837	46785	2670
2838	46800	2654
2839	46817	2637
2840	46830	2620
2841	46846	2604
2842	46863	2587
2843	46882	2571
2844	46900	2555
2845	46918	2538
2846	46935	2522
2847	46952	2505
2848	46968	2489
2849	46986	2472
2850	47001	2456
2851	47017	2439
2852	47035	2423
2853	47054	2407
2854	47071	2390
2855	47088	2374
2856	47107	2357
2857	47125	2341
2858	47143	2325
2859	47161	2308
2860	47179	2292
2861	47194	2275
2862	47208	2259
2863	47225	2242
2864	47243	2226
2865	47262	2209
2866	47281	2193
2867	47298	2176
2868	47315	2160
2869	47333	2144
2870	47347	2127
2871	47364	2110
2872	47380	2094
2873	47398	2078
2874	47416	2061
2875	47429	2044
2876	47445	2028
2877	47460	2011
2878	47477	1995
2879	47493	1978
2880	47509	1962
2881	47525	1945
2882	47540	1929
2883	47555	1912
2884	47572	1896
2885	47589	1879
2886	47604	1863
2887	47620	1846
2888	47635	1830
2889	47651	1813
2890	47669	1797
2891	47687	1780
2892	47703	1764
2893	47719	1747
2894	47735	1731
2895	47751	1714
2896	47768	1698
2897	47785	1681
2898	47799	1665
2899	47815	1648
2900	47829	1632
2901	47848	1615
2902	47864	1599
2903	47882	1582
2904	47899	1566
2905	47914	1549
2906	47928	1533
2907	47945	1516
2908	47962	1500
2909	47980	1483
2910	47997	1467
2911	48013	1450
2912	48030	1434
2913	48046	1417
2914	48062	1401
2915	48079	1385
2916	48096	1368
2917	48113	1352
2918	48130	1335
2919	48146	1319
2920	48161	1302
2921	48176	1286
2922	48193	1269
2923	48220	1253
2924	48238	1236
2925	48254	1220
2926	48269	1203
2927	48284	1187
2928	48301	1170
2929	48315	1154
2930	48332	1137
2931	48347	1121
2932	48362	1104
2933	48378	1088
2934	48395	1071
2935	48410	1055
2936	48426	1038
2937	48444	1022
2938	48459	1005
2939	48474	989
2940	48490	972
2941	48505	956
2942	48522	939
2943	48539	923
2944	48558	906
2945	48576	890
2946	48595	873
2947	48613	857
2948	48631	841
2949	48648	824
2950	48666	808
2951	48684	791
2952	48698	775
2953	48715	758
2954	48731	742
2955	48751	725
2956	48768	709
2957	48784	692
2958	48801	676
2959	48818	659
2960	48833	643
2961	48849	626
2962	48866	610
2963	48882	593
2964	48898	577
2965	48915	560
2966	48931	544
2967	48951	527
2968	48966	511
2969	48983	494
2970	48998	478
2971	49015	461
2972	49029	445
2973	49046	428
2974	49062	412
2975	49079	395
2976	49095	379
2977	49112	362
2978	49128	346
2979	49144	329
2980	49158	313
2981	49176	296
2982	49194	280
2983	49210	263
2984	49224	247
2985	49240	230
2986	49256	214
2987	49271	197
2988	49287	181
2989	49302	164
2990	49318	148
2991	49333	131
2992	49348	115
2993	49364	98
2994	49382	82
2995	49398	65
2996	49414	49
2997	49430	32
2998	49444	16
2999	49460	0
