iter	RMSE
199	388.0712753
200	387.7827556
201	387.4742343
202	387.0987542
203	385.9437372
204	385.6944689
205	385.1837428
206	384.7567278
207	384.4534846
208	383.7739026
209	383.442594
210	382.7148205
211	382.4407911
212	381.8385273
213	381.668789
214	381.1609614
215	380.711778
216	380.2979578
217	380.1014961
218	379.5955412
219	379.3743874
220	378.7697678
221	378.0400617
222	377.8858121
223	377.2774429
224	377.0179983
225	376.7793217
226	376.6247422
227	376.3339461
228	376.0109708
229	375.7556219
230	375.449534
231	374.898898
232	374.6291169
233	374.0364795
234	373.7933402
235	373.5155273
236	373.04028
237	372.814488
238	372.5802262
239	372.1009801
240	371.7456057
241	371.5774008
242	371.1808275
243	370.9029308
244	370.5124733
245	370.1938774
246	369.5108453
247	369.1060044
248	368.7335255
249	368.3762847
250	368.1891587
251	368.052795
252	367.6919886
253	367.3034507
254	366.6812005
255	366.5303059
256	366.2955863
257	365.9562998
258	365.6382811
259	365.5053148
260	365.2974468
261	364.9895547
262	364.8051549
263	364.231499
264	363.9943479
265	363.7819196
266	363.2893806
267	362.7119315
268	362.3453245
269	362.0359802
270	361.8134795
271	361.6757579
272	361.4423287
273	361.1653778
274	361.0561873
275	360.8237073
276	360.3798895
277	360.1791314
278	359.871018
279	359.562244
280	359.4362644
281	359.2518886
282	358.8902997
283	358.7292109
284	358.5610777
285	358.1861775
286	358.0020946
287	357.5616643
288	357.4535472
289	357.1039703
290	356.8790362
291	356.4586103
292	356.2861952
293	356.0353484
294	355.570085
295	355.3654584
296	354.9994722
297	354.5739409
298	354.4888769
299	354.2638166
300	353.8732734
301	353.4751333
302	353.3774174
303	353.2338863
304	353.0143506
305	352.5394769
306	352.2805896
307	352.1770131
308	351.8130214
309	351.5248531
310	351.06874
311	350.9107789
312	350.6293335
313	350.4859913
314	350.1784743
315	349.9354352
316	349.6616346
317	349.4353733
318	349.2185586
319	348.8745981
320	348.7021203
321	348.5666994
322	348.3673493
323	348.2148783
324	347.9427557
325	347.7692073
326	347.6508741
327	347.0509131
328	346.7358868
329	346.0570415
330	345.9127367
331	345.6179516
332	345.3778224
333	345.1655593
334	344.9513445
335	344.7337929
336	344.5639539
337	344.302302
338	344.0478515
339	343.9278211
340	343.7343259
341	343.6130822
342	343.3784722
343	343.1897162
344	342.5960386
345	342.3515266
346	342.2206005
347	341.9862407
348	341.8796462
349	341.642449
350	341.4639981
351	341.2917624
352	341.1152449
353	341.0263454
354	340.8993218
355	340.732933
356	340.4344967
357	340.2980224
358	340.088396
359	339.5237757
360	339.4217045
361	339.2675925
362	339.1275893
363	338.9143058
364	338.7559005
365	338.3475219
366	338.2318178
367	338.1255196
368	337.8204065
369	337.4547983
370	337.2372315
371	337.0931337
372	336.987939
373	336.8962885
374	336.7968396
375	336.5363826
376	336.3800942
377	336.227901
378	335.6870994
379	335.2566995
380	335.12694
381	335.0108643
382	334.8627881
383	334.7600905
384	334.6293837
385	334.4673339
386	334.2493382
387	334.0584634
388	333.9392321
389	333.8100751
390	333.2167812
391	333.1396599
392	333.0475869
393	332.6660971
394	332.5573398
395	332.3197321
396	332.1892721
397	331.9530842
398	331.7257246
399	331.5917638
400	331.2381648
401	330.8882818
402	330.8156119
403	330.603108
404	330.4663019
405	330.2685708
406	330.1150999
407	330.0133199
408	329.8480655
409	329.7395871
410	329.5095134
411	329.4069478
412	329.2889874
413	329.1482149
414	328.9998621
415	328.5535473
416	328.4249666
417	328.2696499
418	328.0760964
419	327.6653104
420	327.467257
421	327.401989
422	327.2636437
423	326.9914669
424	326.8715825
425	326.7639557
426	326.536586
427	326.3311009
428	325.9871262
429	325.9040129
430	325.718309
431	325.3741413
432	325.1843678
433	325.0106921
434	324.7001837
435	324.5443323
436	324.2592655
437	323.9120297
438	323.773665
439	323.5847674
440	323.4574139
441	323.3259714
442	323.173977
443	323.0991496
444	322.9995874
445	322.7864587
446	322.6192166
447	322.3040348
448	322.1742868
449	322.1288951
450	322.0119946
451	321.9338112
452	321.7792142
453	321.6801985
454	321.4108018
455	321.2821236
456	321.194042
457	321.1330959
458	320.9877458
459	320.8886833
460	320.7449951
461	320.6189869
462	320.5489756
463	320.4362617
464	320.0188837
465	319.8217491
466	319.727456
467	319.6337017
468	319.5064877
469	319.3938884
470	319.3169219
471	319.1442856
472	318.8748893
473	318.7185178
474	318.5673511
475	318.4399499
476	318.3239155
477	318.1656217
478	317.9962014
479	317.9496017
480	317.762828
481	317.6697448
482	317.5319829
483	317.3413863
484	317.3072159
485	317.1548542
486	317.056141
487	316.7602772
488	316.5035384
489	316.4136665
490	316.320181
491	316.2472763
492	316.1456462
493	315.7272728
494	315.6546467
495	315.4934613
496	315.3082215
497	314.9639945
498	314.8953369
499	314.7791488
500	314.4054909
501	314.3514789
502	314.2318607
503	314.1136302
504	313.8819425
505	313.7511155
506	313.6525533
507	313.5842744
508	313.4229335
509	313.3639964
510	313.222658
511	313.1750485
512	313.081747
513	312.9709914
514	312.8603941
515	312.8392624
516	312.6087782
517	312.465877
518	312.4034751
519	312.1615784
520	312.073089
521	311.9857285
522	311.8222715
523	311.7094272
524	311.5513527
525	311.4549775
526	311.2017774
527	311.1495056
528	311.0220674
529	310.7950463
530	310.6886487
531	310.6295489
532	310.5740685
533	310.3144326
534	310.1573244
535	310.0337986
536	309.7976551
537	309.6730254
538	309.5867556
539	309.4256567
540	309.3584065
541	309.3312964
542	309.2472756
543	308.9882239
544	308.8825627
545	308.5667826
546	308.3591354
547	308.1079297
548	307.9679035
549	307.8514413
550	307.7139444
551	307.5727016
552	307.4311514
553	307.1942123
554	307.1217494
555	306.9874825
556	306.9152739
557	306.7544714
558	306.6301122
559	306.5096292
560	306.4495676
561	306.3336233
562	306.0946192
563	305.9243657
564	305.8649278
565	305.7216904
566	305.5352533
567	305.4851857
568	305.261173
569	305.1896012
570	305.0789063
571	305.0063348
572	304.7394328
573	304.6265079
574	304.5161272
575	304.4006652
576	304.3278016
577	304.2027323
578	304.0921227
579	303.9952186
580	303.8351213
581	303.7900236
582	303.6810326
583	303.5876591
584	303.5246088
585	303.3130618
586	303.1723307
587	303.0805771
588	302.822399
589	302.742103
590	302.596534
591	302.4806374
592	302.3865961
593	302.3106132
594	302.226545
595	302.1458677
596	302.046881
597	301.9093797
598	301.6889773
599	301.5346836
600	301.49547
601	301.4375238
602	301.336842
603	301.251497
604	301.2075991
605	301.1490017
606	301.0960691
607	301.0177679
608	300.8317829
609	300.7591995
610	300.678851
611	300.6707626
612	300.6448475
613	300.545191
614	300.4840539
615	300.4411492
616	300.3492216
617	300.229331
618	300.0636933
619	299.9576149
620	299.8364846
621	299.6118094
622	299.5889714
623	299.4071796
624	299.2695451
625	299.1860999
626	299.0861991
627	298.9770214
628	298.8372066
629	298.6573547
630	298.5457717
631	298.457327
632	298.3630924
633	298.2233072
634	298.1235459
635	297.9550217
636	297.9008064
637	297.804998
638	297.7609887
639	297.6079155
640	297.4166654
641	297.2445632
642	297.0089228
643	296.9555923
644	296.9215392
645	296.882931
646	296.6963863
647	296.6233516
648	296.5390958
649	296.4076077
650	296.3604201
651	296.2026558
652	296.1140144
653	295.9579908
654	295.9146144
655	295.8816709
656	295.7885216
657	295.7101465
658	295.6269124
659	295.5454515
660	295.4988819
661	295.423927
662	295.2857234
663	295.1851143
664	295.056953
665	294.9811855
666	294.7690858
667	294.6398194
668	294.5860871
669	294.52586
670	294.4264033
671	294.2939139
672	294.1740785
673	294.1335649
674	294.0812891
675	294.0387167
676	293.9264199
677	293.8545453
678	293.7585977
679	293.6246448
680	293.6194892
681	293.4447649
682	293.2888858
683	293.2107013
684	293.0859162
685	292.9851891
686	292.9207611
687	292.8274348
688	292.6802431
689	292.6041494
690	292.574867
691	292.4073799
692	292.3262581
693	292.188753
694	292.135451
695	292.058572
696	291.9612441
697	291.8472137
698	291.7342961
699	291.6430446
700	291.558244
701	291.5016356
702	291.3927589
703	291.3028791
704	291.1619521
705	291.0237672
706	290.9359573
707	290.8426135
708	290.8062823
709	290.7084572
710	290.554726
711	290.4562884
712	290.2904461
713	290.2297496
714	290.1242384
715	290.0720924
716	289.9887431
717	289.9145484
718	289.8070751
719	289.7263342
720	289.6473182
721	289.4562271
722	289.4008224
723	289.2777366
724	289.1964369
725	289.1752425
726	289.0351916
727	288.9185048
728	288.8473231
729	288.788059
730	288.6060955
731	288.5463378
732	288.4930175
733	288.3974428
734	288.3177566
735	288.2253593
736	288.1369119
737	288.0904686
738	287.9305175
739	287.8497275
740	287.8068799
741	287.661318
742	287.6305563
743	287.5552162
744	287.5405278
745	287.434026
746	287.4145427
747	287.3287509
748	287.2180113
749	287.0959719
750	286.9159747
751	286.8188625
752	286.7152322
753	286.5579172
754	286.4360797
755	286.4019478
756	286.2294082
757	286.1235089
758	286.0249165
759	285.9681316
760	285.8836068
761	285.7988301
762	285.6468982
763	285.5820197
764	285.4308234
765	285.3591609
766	285.2886009
767	285.1736181
768	285.1372609
769	285.1022519
770	285.0138043
771	285.0030019
772	284.9441735
773	284.8133901
774	284.8028132
775	284.7591884
776	284.702282
777	284.6801734
778	284.6118588
779	284.4713523
780	284.3823335
781	284.3556269
782	284.2700189
783	284.1165235
784	283.9863684
785	283.9179884
786	283.8363491
787	283.7872511
788	283.7588374
789	283.7219139
790	283.6757871
791	283.649056
792	283.5307003
793	283.4746809
794	283.4650272
795	283.4328674
796	283.3103484
797	283.2262612
798	283.2224368
799	283.186085
800	282.9872689
801	282.8646749
802	282.8076926
803	282.7978284
804	282.7886527
805	282.6936375
806	282.6841103
807	282.5521249
808	282.4597065
809	282.415185
810	282.3167812
811	282.1829542
812	282.1759865
813	282.0947131
814	281.9864791
815	281.8875099
816	281.8025254
817	281.6888792
818	281.6803517
819	281.595113
820	281.5064756
821	281.4314575
822	281.3569224
823	281.189487
824	281.0868813
825	280.9696998
826	280.9589508
827	280.8800527
828	280.806202
829	280.7413158
830	280.7070845
831	280.6260518
832	280.5500758
833	280.4404828
834	280.3168491
835	280.2170094
836	280.1495604
837	280.1065272
838	280.0226105
839	279.9476165
840	279.8990763
841	279.8510561
842	279.7211582
843	279.683334
844	279.5838767
845	279.5116318
846	279.4785873
847	279.3938616
848	279.2347078
849	279.1511947
850	279.1261475
851	279.0286007
852	278.9179904
853	278.8534211
854	278.7411838
855	278.6396936
856	278.5070041
857	278.4216622
858	278.4115085
859	278.2861935
860	278.1874387
861	278.1386551
862	278.0870615
863	278.0226509
864	277.9587101
865	277.9167728
866	277.8393628
867	277.7737034
868	277.6489212
869	277.6415627
870	277.5839515
871	277.5299263
872	277.4349394
873	277.3598633
874	277.3527553
875	277.2853868
876	277.2413943
877	277.2337212
878	277.1155314
879	276.9407947
880	276.8870986
881	276.8402276
882	276.7690661
883	276.7215358
884	276.6435431
885	276.3643949
886	276.3264651
887	276.2919358
888	276.2391084
889	276.2054373
890	276.1428338
891	276.0838143
892	276.0508636
893	276.0445655
894	276.0002056
895	275.8430041
896	275.7801709
897	275.7713392
898	275.7072562
899	275.5682476
900	275.503123
901	275.391202
902	275.246657
903	275.1791942
904	275.1706832
905	275.1078898
906	275.0712293
907	275.010731
908	274.9598219
909	274.9191297
910	274.6553519
911	274.6195165
912	274.5854795
913	274.4967757
914	274.4686245
915	274.4260588
916	274.3526759
917	274.267515
918	274.2280746
919	274.1205956
920	273.9598136
921	273.8587264
922	273.8241803
923	273.6646925
924	273.5455173
925	273.5356308
926	273.4738522
927	273.4404579
928	273.3788434
929	273.3103672
930	273.2419062
931	273.1665302
932	273.0689324
933	272.979063
934	272.8954677
935	272.7792304
936	272.6234857
937	272.601114
938	272.5469446
939	272.4841375
940	272.4803049
941	272.3681466
942	272.2966149
943	272.2324096
944	272.1774786
945	272.1662601
946	272.1318406
947	272.0744076
948	272.0352342
949	271.9872932
950	271.9091116
951	271.7415535
952	271.7018598
953	271.6053604
954	271.5560279
955	271.5112347
956	271.3965592
957	271.3424659
958	271.3182399
959	271.1915055
960	271.1596045
961	270.9590515
962	270.8970364
963	270.7078694
964	270.6255863
965	270.5421901
966	270.4720153
967	270.451726
968	270.3502254
969	270.343488
970	270.3093911
971	270.0915963
972	270.0748566
973	270.001029
974	269.9777627
975	269.9178624
976	269.9122204
977	269.8508881
978	269.7783144
979	269.7072014
980	269.5933595
981	269.5614444
982	269.50385
983	269.40476
984	269.335355
985	269.2632691
986	269.2079576
987	269.1350671
988	269.077119
989	269.0361287
990	268.9523646
991	268.943804
992	268.8675511
993	268.7859589
994	268.7176937
995	268.6544729
996	268.6016239
997	268.5443535
998	268.3897608
999	268.3368227
1000	268.2704897
1001	268.2206591
1002	268.1656201
1003	268.0810894
1004	267.9948156
1005	267.9806094
1006	267.9207253
1007	267.9175274
1008	267.833974
1009	267.829897
1010	267.8223803
1011	267.7582973
1012	267.6856744
1013	267.5864115
1014	267.5309367
1015	267.4899683
1016	267.4189516
1017	267.3588267
1018	267.3064849
1019	267.2446419
1020	267.1868747
1021	267.1584898
1022	267.0861099
1023	267.0731009
1024	266.9174531
1025	266.85556
1026	266.8072566
1027	266.7044861
1028	266.6638087
1029	266.6038729
1030	266.5559274
1031	266.4991003
1032	266.435977
1033	266.4037539
1034	266.3597582
1035	266.2700471
1036	266.2222752
1037	266.2003833
1038	266.1969444
1039	266.1504172
1040	266.130894
1041	266.0542434
1042	266.012302
1043	265.9690316
1044	265.917519
1045	265.862175
1046	265.7925484
1047	265.714001
1048	265.6376896
1049	265.6022493
1050	265.5667877
1051	265.4887188
1052	265.4536187
1053	265.3778712
1054	265.3736356
1055	265.330145
1056	265.2734282
1057	265.2058418
1058	265.1658755
1059	265.1167604
1060	265.0690805
1061	265.0348714
1062	264.9637988
1063	264.9166881
1064	264.9094135
1065	264.8416506
1066	264.7602739
1067	264.7175482
1068	264.6503356
1069	264.6471465
1070	264.5883174
1071	264.502091
1072	264.4644733
1073	264.3719201
1074	264.3085004
1075	264.2869206
1076	264.2503489
1077	264.2265772
1078	264.1677876
1079	264.1223611
1080	264.0910266
1081	264.0147956
1082	263.8969083
1083	263.815732
1084	263.8109417
1085	263.7903309
1086	263.6907883
1087	263.6372978
1088	263.5991292
1089	263.5480236
1090	263.5218263
1091	263.4524671
1092	263.4491211
1093	263.3939722
1094	263.3555485
1095	263.3138579
1096	263.3024669
1097	263.2498238
1098	263.177137
1099	263.1492524
1100	263.0488626
1101	263.0114327
1102	262.9678766
1103	262.9254943
1104	262.8581887
1105	262.7768528
1106	262.7363375
1107	262.6718877
1108	262.6342602
1109	262.6274026
1110	262.6042501
1111	262.569703
1112	262.543336
1113	262.4642642
1114	262.3726156
1115	262.3322075
1116	262.2930901
1117	262.2258919
1118	262.1913212
1119	262.1574825
1120	262.0870077
1121	262.0296371
1122	262.0210748
1123	261.9653286
1124	261.9317238
1125	261.892649
1126	261.8226161
1127	261.7810618
1128	261.7371226
1129	261.6688727
1130	261.6126446
1131	261.6060782
1132	261.5706207
1133	261.5181055
1134	261.4535255
1135	261.3672652
1136	261.322157
1137	261.2663792
1138	261.2321725
1139	261.2093508
1140	261.17597
1141	261.1059947
1142	261.0208456
1143	260.9947171
1144	260.9537064
1145	260.9182077
1146	260.8481181
1147	260.7599198
1148	260.7231919
1149	260.6835683
1150	260.6316587
1151	260.5592559
1152	260.517074
1153	260.4709036
1154	260.4227353
1155	260.4162272
1156	260.3374386
1157	260.2786838
1158	260.2720848
1159	260.2224455
1160	260.1977825
1161	260.1803629
1162	260.1383447
1163	260.0880899
1164	260.082569
1165	260.0518325
1166	259.9686112
1167	259.9624537
1168	259.9259197
1169	259.9013376
1170	259.8593989
1171	259.8473783
1172	259.8413977
1173	259.8090482
1174	259.7313353
1175	259.6824234
1176	259.6649105
1177	259.6139239
1178	259.5372761
1179	259.485956
1180	259.4556607
1181	259.4189727
1182	259.377305
1183	259.3189967
1184	259.2965692
1185	259.1451699
1186	259.0811743
1187	259.0049168
1188	258.9693274
1189	258.915245
1190	258.8583636
1191	258.7936313
1192	258.7631389
1193	258.736755
1194	258.6209066
1195	258.5905895
1196	258.502675
1197	258.4868357
1198	258.4576264
1199	258.4178136
1200	258.3771999
1201	258.3141498
1202	258.2941819
1203	258.2424254
1204	258.180155
1205	258.1248593
1206	258.0988532
1207	258.0651917
1208	258.0273222
1209	258.004621
1210	257.9622411
1211	257.927256
1212	257.8619329
1213	257.8282353
1214	257.8077817
1215	257.7370285
1216	257.6845301
1217	257.6540818
1218	257.6125654
1219	257.5940334
1220	257.5433503
1221	257.4461503
1222	257.403377
1223	257.3709345
1224	257.3137228
1225	257.3081335
1226	257.2625364
1227	257.2016544
1228	257.1388461
1229	257.0915293
1230	257.0879926
1231	256.9864889
1232	256.9194062
1233	256.8690195
1234	256.8161403
1235	256.7825044
1236	256.7251936
1237	256.6893445
1238	256.5630895
1239	256.5222393
1240	256.4941427
1241	256.443863
1242	256.4301537
1243	256.3807606
1244	256.3390848
1245	256.3145271
1246	256.2459034
1247	256.1710787
1248	256.1325927
1249	256.09205
1250	256.0537965
1251	256.0126406
1252	255.9867399
1253	255.9155982
1254	255.8385589
1255	255.808614
1256	255.7648613
1257	255.7354012
1258	255.7328818
1259	255.6689256
1260	255.6250863
1261	255.5698998
1262	255.5671043
1263	255.5445925
1264	255.490746
1265	255.4476249
1266	255.4058061
1267	255.3331081
1268	255.3309214
1269	255.2673635
1270	255.2325147
1271	255.1986484
1272	255.1596611
1273	255.1265597
1274	255.0860871
1275	255.0790634
1276	255.0199839
1277	254.9614529
1278	254.9586201
1279	254.9297232
1280	254.9045971
1281	254.8738377
1282	254.795651
1283	254.7769713
1284	254.7094056
1285	254.6683748
1286	254.5964887
1287	254.5348935
1288	254.4854974
1289	254.4587897
1290	254.4471047
1291	254.4167096
1292	254.3741578
1293	254.3047011
1294	254.2836823
1295	254.2269508
1296	254.1631947
1297	254.0948173
1298	254.0535831
1299	254.0300086
1300	253.9816354
1301	253.9584388
1302	253.9291237
1303	253.8803474
1304	253.7691203
1305	253.7149596
1306	253.6658372
1307	253.6463406
1308	253.583874
1309	253.5406551
1310	253.4727972
1311	253.4213508
1312	253.387645
1313	253.367416
1314	253.3342789
1315	253.3158549
1316	253.2568163
1317	253.2343937
1318	253.1727831
1319	253.109913
1320	253.0052509
1321	252.9782535
1322	252.9306516
1323	252.9050526
1324	252.8551362
1325	252.8264887
1326	252.8233604
1327	252.7183162
1328	252.7003221
1329	252.6550895
1330	252.5790639
1331	252.5615689
1332	252.4670031
1333	252.4350526
1334	252.3812793
1335	252.2782863
1336	252.2406099
1337	252.2102595
1338	252.2024545
1339	252.1558163
1340	252.1306204
1341	252.0829341
1342	252.0109633
1343	251.9701081
1344	251.8937091
1345	251.8231448
1346	251.759128
1347	251.6924088
1348	251.6483631
1349	251.6436268
1350	251.6002576
1351	251.5490183
1352	251.517547
1353	251.5142025
1354	251.4759589
1355	251.372332
1356	251.3156299
1357	251.276582
1358	251.2500016
1359	251.1620477
1360	251.121697
1361	251.0806055
1362	251.0565615
1363	251.0213374
1364	250.9797064
1365	250.916562
1366	250.8877543
1367	250.8419613
1368	250.8181073
1369	250.7772756
1370	250.7090111
1371	250.7058714
1372	250.6715577
1373	250.6348552
1374	250.6095706
1375	250.560894
1376	250.5169196
1377	250.4917795
1378	250.4524178
1379	250.4405859
1380	250.380131
1381	250.3410913
1382	250.3063571
1383	250.2802061
1384	250.2321793
1385	250.1903285
1386	250.0839361
1387	250.0637884
1388	250.0404329
1389	249.9916695
1390	249.9508715
1391	249.9022331
1392	249.815641
1393	249.7777429
1394	249.7379808
1395	249.7093056
1396	249.6802455
1397	249.6642171
1398	249.6325121
1399	249.6031548
1400	249.5660273
1401	249.5275859
1402	249.4806303
1403	249.4158403
1404	249.379772
1405	249.3516681
1406	249.3278621
1407	249.2602477
1408	249.2251469
1409	249.1923521
1410	249.1648216
1411	249.1165801
1412	249.0949697
1413	249.0657972
1414	249.0634823
1415	249.0304907
1416	248.9937924
1417	248.9712596
1418	248.9679975
1419	248.9560405
1420	248.9036766
1421	248.8253749
1422	248.763029
1423	248.7390815
1424	248.7249204
1425	248.684244
1426	248.6509522
1427	248.6146415
1428	248.4874745
1429	248.4556321
1430	248.3967797
1431	248.3949298
1432	248.3594346
1433	248.3280448
1434	248.2894366
1435	248.2552271
1436	248.2392186
1437	248.1814059
1438	248.1403562
1439	248.114621
1440	248.1061682
1441	248.0931956
1442	248.0578563
1443	248.0291366
1444	248.0057735
1445	247.9810713
1446	247.903748
1447	247.8387629
1448	247.8097913
1449	247.7856178
1450	247.7557087
1451	247.7438905
1452	247.6947503
1453	247.6535271
1454	247.620019
1455	247.5652304
1456	247.5280548
1457	247.4729987
1458	247.3973152
1459	247.3730393
1460	247.3488643
1461	247.3235016
1462	247.3199467
1463	247.2923763
1464	247.2618448
1465	247.2498447
1466	247.2271553
1467	247.1907626
1468	247.1604224
1469	247.1307126
1470	247.0958109
1471	247.0127201
1472	246.9804338
1473	246.9552719
1474	246.9056525
1475	246.8508428
1476	246.8237926
1477	246.7706896
1478	246.7415322
1479	246.7249838
1480	246.6966919
1481	246.6558767
1482	246.6010364
1483	246.5632424
1484	246.5609891
1485	246.5383556
1486	246.4947522
1487	246.4295271
1488	246.3680688
1489	246.3390396
1490	246.3196327
1491	246.2938622
1492	246.2664059
1493	246.2398611
1494	246.194226
1495	246.1466546
1496	246.1106266
1497	246.0838828
1498	246.0569686
1499	246.0270422
1500	246.0058863
1501	245.9448161
1502	245.894906
1503	245.8641276
1504	245.832044
1505	245.8130239
1506	245.7928825
1507	245.7320227
1508	245.6904802
1509	245.6633802
1510	245.6384725
1511	245.605601
1512	245.5862545
1513	245.5503507
1514	245.4964829
1515	245.4661357
1516	245.4025967
1517	245.3793887
1518	245.3445765
1519	245.316158
1520	245.2913951
1521	245.2898631
1522	245.2451135
1523	245.2204596
1524	245.1836488
1525	245.1600519
1526	245.1182451
1527	245.0949936
1528	245.0610286
1529	244.9525081
1530	244.9201254
1531	244.8608408
1532	244.8276243
1533	244.8020422
1534	244.7363145
1535	244.7095162
1536	244.7071514
1537	244.6958953
1538	244.6631493
1539	244.6509051
1540	244.6158715
1541	244.5902827
1542	244.5441327
1543	244.5422779
1544	244.5141627
1545	244.5030408
1546	244.5008291
1547	244.479321
1548	244.4578212
1549	244.4339116
1550	244.3960528
1551	244.3439515
1552	244.3054716
1553	244.2370253
1554	244.2077621
1555	244.1534916
1556	244.1011235
1557	244.0364815
1558	244.0288089
1559	243.9995535
1560	243.960758
1561	243.9333252
1562	243.9021962
1563	243.8760161
1564	243.8543088
1565	243.7874617
1566	243.7707446
1567	243.7404531
1568	243.7217258
1569	243.671409
1570	243.604479
1571	243.5791235
1572	243.543505
1573	243.5003514
1574	243.4744069
1575	243.4253799
1576	243.3808403
1577	243.3430954
1578	243.3191973
1579	243.3067645
1580	243.2916061
1581	243.2784659
1582	243.2232487
1583	243.1955744
1584	243.1702939
1585	243.1339006
1586	243.1178393
1587	243.0973641
1588	243.0941347
1589	243.0741178
1590	243.0299121
1591	243.0014069
1592	242.9816722
1593	242.9205929
1594	242.8924695
1595	242.8787777
1596	242.8680821
1597	242.832579
1598	242.7919387
1599	242.7777692
1600	242.7353585
1601	242.6933378
1602	242.6899339
1603	242.6574611
1604	242.6389118
1605	242.4936752
1606	242.4740586
1607	242.4418269
1608	242.4234211
1609	242.4041699
1610	242.3848729
1611	242.3575031
1612	242.3034517
1613	242.2682699
1614	242.2364559
1615	242.2003115
1616	242.1782213
1617	242.1106104
1618	242.0964886
1619	242.0741387
1620	241.9936633
1621	241.9728626
1622	241.9377808
1623	241.8811439
1624	241.8557433
1625	241.8324795
1626	241.8036673
1627	241.7676949
1628	241.7029231
1629	241.6994501
1630	241.6818748
1631	241.5787554
1632	241.5406748
1633	241.5078055
1634	241.482412
1635	241.423623
1636	241.3987583
1637	241.3560145
1638	241.3342721
1639	241.2879276
1640	241.256411
1641	241.2017835
1642	241.1725292
1643	241.1459053
1644	241.1233368
1645	241.1002377
1646	241.0652139
1647	241.0373144
1648	241.0017803
1649	240.977132
1650	240.9478729
1651	240.9149577
1652	240.8823284
1653	240.8037696
1654	240.7657193
1655	240.7218869
1656	240.677293
1657	240.6600135
1658	240.6091679
1659	240.5689858
1660	240.567018
1661	240.5168706
1662	240.4918989
1663	240.4670132
1664	240.428507
1665	240.3790427
1666	240.3453489
1667	240.3227301
1668	240.3083342
1669	240.2764514
1670	240.2541514
1671	240.238267
1672	240.192026
1673	240.138569
1674	240.1240731
1675	240.0951433
1676	240.0704532
1677	239.9992295
1678	239.9715944
1679	239.9616692
1680	239.9408724
1681	239.9073474
1682	239.8720203
1683	239.8400913
1684	239.8242983
