iter	RMSE
1685	239.7905027
1686	239.753658
1687	239.7131815
1688	239.666003
1689	239.6463948
1690	239.6055671
1691	239.5569063
1692	239.5373876
1693	239.5224224
1694	239.500049
1695	239.4762816
1696	239.4409207
1697	239.4223408
1698	239.4210774
1699	239.3733449
1700	239.3418218
1701	239.3196862
1702	239.2869865
1703	239.2648581
1704	239.2459792
1705	239.1991591
1706	239.152037
1707	239.1416431
1708	239.1273829
1709	239.1106285
1710	239.0764615
1711	239.0524924
1712	239.0347651
1713	239.0051285
1714	238.9686924
1715	238.8825005
1716	238.8602169
1717	238.8155999
1718	238.798436
1719	238.7638257
1720	238.7289901
1721	238.704079
1722	238.6928168
1723	238.6456875
1724	238.5977263
1725	238.5757463
1726	238.5729195
1727	238.5538884
1728	238.5257967
1729	238.5065478
1730	238.4634966
1731	238.422836
1732	238.3661793
1733	238.3406962
1734	238.3277433
1735	238.3020607
1736	238.283771
1737	238.2246989
1738	238.1921757
1739	238.1673734
1740	238.1524198
1741	238.134221
1742	238.1229565
1743	238.0956797
1744	238.0712221
1745	238.0527602
1746	238.016821
1747	237.9878435
1748	237.945898
1749	237.9068935
1750	237.8924832
1751	237.8429237
1752	237.8039887
1753	237.7885953
1754	237.7608081
1755	237.721923
1756	237.7071114
1757	237.6530963
1758	237.6370622
1759	237.6103837
1760	237.5724982
1761	237.5481939
1762	237.5369581
1763	237.5059102
1764	237.4640726
1765	237.428132
1766	237.3988677
1767	237.3789786
1768	237.3567339
1769	237.3254816
1770	237.3041581
1771	237.2791108
1772	237.23616
1773	237.1913075
1774	237.1670087
1775	237.0972973
1776	237.0811121
1777	237.0650687
1778	237.0369563
1779	237.0160627
1780	237.0127484
1781	236.99576
1782	236.9826149
1783	236.959272
1784	236.9332238
1785	236.9077255
1786	236.8756277
1787	236.8621727
1788	236.8584604
1789	236.8436516
1790	236.8323108
1791	236.7950923
1792	236.780027
1793	236.7647726
1794	236.7487812
1795	236.7178289
1796	236.6759326
1797	236.6412828
1798	236.6290529
1799	236.5730935
1800	236.5542303
1801	236.5102525
1802	236.4865797
1803	236.4473168
1804	236.4052792
1805	236.3383824
1806	236.3101229
1807	236.2748126
1808	236.2443947
1809	236.2167267
1810	236.1993289
1811	236.1516019
1812	236.1505496
1813	236.1000292
1814	236.0559681
1815	236.0265798
1816	236.0029854
1817	235.9782891
1818	235.9533583
1819	235.9344057
1820	235.9043537
1821	235.8550187
1822	235.8413728
1823	235.8104352
1824	235.7756115
1825	235.7232607
1826	235.699904
1827	235.6706681
1828	235.6288339
1829	235.5894604
1830	235.5781688
1831	235.550764
1832	235.534512
1833	235.5121361
1834	235.5029343
1835	235.4441739
1836	235.4230685
1837	235.3957701
1838	235.3482969
1839	235.3190378
1840	235.2659228
1841	235.2310573
1842	235.2093211
1843	235.1791358
1844	235.155737
1845	235.1534073
1846	235.119171
1847	235.071299
1848	235.0511484
1849	235.0160113
1850	234.9869364
1851	234.9466805
1852	234.9156341
1853	234.8847953
1854	234.8647166
1855	234.828096
1856	234.8138233
1857	234.7671962
1858	234.7384854
1859	234.7023408
1860	234.6881652
1861	234.6425092
1862	234.6175049
1863	234.5774809
1864	234.5536246
1865	234.4934414
1866	234.4561714
1867	234.4195282
1868	234.3896001
1869	234.3283913
1870	234.2899857
1871	234.2615051
1872	234.2245818
1873	234.198018
1874	234.1582466
1875	234.1376933
1876	234.1120657
1877	234.0836553
1878	234.03733
1879	233.991262
1880	233.9744292
1881	233.9578954
1882	233.9455294
1883	233.935411
1884	233.9155048
1885	233.8782913
1886	233.8435046
1887	233.8349037
1888	233.8136656
1889	233.7992712
1890	233.7978076
1891	233.775197
1892	233.761488
1893	233.7280843
1894	233.7068435
1895	233.6902164
1896	233.6592484
1897	233.6160289
1898	233.5853942
1899	233.5772731
1900	233.5552476
1901	233.5248164
1902	233.4915689
1903	233.4674786
1904	233.4498935
1905	233.3888286
1906	233.3646983
1907	233.3205774
1908	233.2563523
1909	233.2275019
1910	233.1991204
1911	233.1942575
1912	233.1775835
1913	233.1380833
1914	233.135483
1915	233.1073652
1916	233.0986538
1917	233.0821065
1918	233.0394392
1919	233.0090086
1920	232.9909409
1921	232.983634
1922	232.9518239
1923	232.9283561
1924	232.8925025
1925	232.8543756
1926	232.8209158
1927	232.8047902
1928	232.7879046
1929	232.7810122
1930	232.7203547
1931	232.6616498
1932	232.6283915
1933	232.6059654
1934	232.5834621
1935	232.5620183
1936	232.5335673
1937	232.5119025
1938	232.4854594
1939	232.4610013
1940	232.4260398
1941	232.4097593
1942	232.3484149
1943	232.3117691
1944	232.292162
1945	232.2615047
1946	232.2273563
1947	232.2197967
1948	232.2003675
1949	232.1755594
1950	232.1657164
1951	232.1271684
1952	232.0922148
1953	232.0595965
1954	232.0366815
1955	232.0196853
1956	231.993771
1957	231.9692135
1958	231.9471679
1959	231.9379214
1960	231.9296471
1961	231.9217838
1962	231.8919955
1963	231.8667053
1964	231.8101857
1965	231.7634449
1966	231.7416789
1967	231.7330587
1968	231.7133284
1969	231.6595757
1970	231.626415
1971	231.6159057
1972	231.5956851
1973	231.5829261
1974	231.5664993
1975	231.5403179
1976	231.5205707
1977	231.5126215
1978	231.5051919
1979	231.4842013
1980	231.460458
1981	231.4374372
1982	231.4220571
1983	231.3747654
1984	231.3192818
1985	231.3163123
1986	231.3097958
1987	231.3007783
1988	231.2857808
1989	231.2441878
1990	231.2274041
1991	231.1698505
1992	231.1280135
1993	231.1058768
1994	231.0844148
1995	231.0581418
1996	231.0058589
1997	230.9807591
1998	230.9592617
1999	230.9412338
2000	230.9008362
2001	230.8783084
2002	230.8503198
2003	230.8269362
2004	230.7906374
2005	230.7568432
2006	230.7314251
2007	230.6632627
2008	230.6249071
2009	230.5837781
2010	230.5382055
2011	230.523972
2012	230.5040797
2013	230.4766157
2014	230.4516836
2015	230.4392412
2016	230.4273605
2017	230.3943911
2018	230.3674873
2019	230.3504574
2020	230.321543
2021	230.3056098
2022	230.2655777
2023	230.2507284
2024	230.2245033
2025	230.2080397
2026	230.1925851
2027	230.1652822
2028	230.1433754
2029	230.1166799
2030	230.0996971
2031	230.0701053
2032	230.0410081
2033	230.0150044
2034	229.9317158
2035	229.9216389
2036	229.8786379
2037	229.8451376
2038	229.8200917
2039	229.7986786
2040	229.7740801
2041	229.7440923
2042	229.7101595
2043	229.6996397
2044	229.6783356
2045	229.6481476
2046	229.6330542
2047	229.6149641
2048	229.5869947
2049	229.563197
2050	229.5411003
2051	229.5244825
2052	229.496791
2053	229.4853815
2054	229.4309849
2055	229.4181775
2056	229.4007937
2057	229.3793885
2058	229.3548633
2059	229.3192887
2060	229.2951406
2061	229.2430687
2062	229.2296116
2063	229.2060325
2064	229.1819306
2065	229.1589161
2066	229.1432347
2067	229.1237227
2068	229.0954278
2069	229.0800204
2070	229.0625738
2071	229.0281471
2072	229.0039828
2073	228.9804768
2074	228.9059317
2075	228.9008771
2076	228.8722242
2077	228.8454051
2078	228.8150523
2079	228.7905358
2080	228.7700905
2081	228.7312193
2082	228.7010507
2083	228.64096
2084	228.6321002
2085	228.6057649
2086	228.5949479
2087	228.5935916
2088	228.5571192
2089	228.5371469
2090	228.5147809
2091	228.4874878
2092	228.4552411
2093	228.4155534
2094	228.3657104
2095	228.342497
2096	228.3299361
2097	228.3122755
2098	228.2899405
2099	228.2712428
2100	228.2483083
2101	228.2286205
2102	228.197259
2103	228.1908965
2104	228.1619001
2105	228.1376516
2106	228.1233067
2107	228.0833613
2108	228.0683437
2109	228.034514
2110	227.9998758
2111	227.9639031
2112	227.918249
2113	227.9087208
2114	227.8958917
2115	227.8794254
2116	227.8463533
2117	227.8294048
2118	227.7904811
2119	227.7376634
2120	227.6940795
2121	227.6799801
2122	227.6393493
2123	227.6074173
2124	227.5761678
2125	227.5712896
2126	227.5373943
2127	227.5150996
2128	227.4904884
2129	227.4527304
2130	227.4456366
2131	227.4168054
2132	227.3895273
2133	227.3705231
2134	227.3569995
2135	227.3319041
2136	227.307555
2137	227.2938707
2138	227.2721894
2139	227.2469641
2140	227.2391339
2141	227.2016208
2142	227.1747452
2143	227.1649733
2144	227.1310061
2145	227.102377
2146	227.077933
2147	227.0531819
2148	227.0291767
2149	227.0213846
2150	226.9984297
2151	226.9772781
2152	226.9338626
2153	226.8962244
2154	226.8821888
2155	226.8696442
2156	226.8422878
2157	226.81971
2158	226.8001175
2159	226.7785385
2160	226.7656986
2161	226.7314459
2162	226.7036248
2163	226.689615
2164	226.6878227
2165	226.6443385
2166	226.6229704
2167	226.6057084
2168	226.5968245
2169	226.5729719
2170	226.5500774
2171	226.5318259
2172	226.4967958
2173	226.4805146
2174	226.4716
2175	226.4512186
2176	226.4204786
2177	226.3983152
2178	226.3770845
2179	226.3756218
2180	226.3489037
2181	226.3285147
2182	226.3111128
2183	226.2887822
2184	226.2617175
2185	226.2399638
2186	226.2133792
2187	226.1913279
2188	226.1732517
2189	226.1440846
2190	226.123639
2191	226.1178604
2192	226.1076681
2193	226.086322
2194	226.0210067
2195	226.0029685
2196	225.9805621
2197	225.9514984
2198	225.925716
2199	225.8853527
2200	225.8535366
2201	225.8385739
2202	225.8262616
2203	225.7634816
2204	225.7473457
2205	225.7386595
2206	225.7112506
2207	225.6562428
2208	225.6296359
2209	225.6087192
2210	225.5914488
2211	225.5583461
2212	225.5299134
2213	225.5030077
2214	225.4767587
2215	225.4652779
2216	225.4362924
2217	225.4094846
2218	225.4000732
2219	225.3646582
2220	225.3492445
2221	225.3145131
2222	225.2883905
2223	225.2698056
2224	225.2475832
2225	225.217235
2226	225.2000846
2227	225.1783883
2228	225.1517648
2229	225.1139585
2230	225.0900209
2231	225.0773993
2232	225.0636943
2233	225.0402219
2234	225.0231724
2235	224.9947389
2236	224.9821229
2237	224.9672117
2238	224.9609748
2239	224.9409037
2240	224.9395345
2241	224.9088774
2242	224.8919285
2243	224.8860588
2244	224.8633212
2245	224.7862562
2246	224.756413
2247	224.7212164
2248	224.7097225
2249	224.6962466
2250	224.6901416
2251	224.6739992
2252	224.61001
2253	224.5947938
2254	224.5553231
2255	224.5282567
2256	224.5213163
2257	224.4950603
2258	224.4620152
2259	224.4504319
2260	224.429093
2261	224.4090041
2262	224.3998887
2263	224.3750569
2264	224.3656315
2265	224.3410141
2266	224.320466
2267	224.3029637
2268	224.2908502
2269	224.2808916
2270	224.2688604
2271	224.2508796
2272	224.2207935
2273	224.2003852
2274	224.1820821
2275	224.1584201
2276	224.1211684
2277	224.1119412
2278	224.095979
2279	224.0797743
2280	224.0637095
2281	224.0416034
2282	224.0352626
2283	224.0131424
2284	223.9967526
2285	223.9564766
2286	223.9281217
2287	223.8953018
2288	223.8798713
2289	223.8533796
2290	223.8170084
2291	223.8099952
2292	223.7890535
2293	223.7626149
2294	223.7569625
2295	223.7161057
2296	223.679658
2297	223.6457524
2298	223.6256099
2299	223.613727
2300	223.6129097
2301	223.5986922
2302	223.5793646
2303	223.5733506
2304	223.5276256
2305	223.4999709
2306	223.4788577
2307	223.4532936
2308	223.4359849
2309	223.4102875
2310	223.3690208
2311	223.352889
2312	223.3174977
2313	223.3066694
2314	223.2831915
2315	223.2563975
2316	223.2437058
2317	223.2290234
2318	223.1800796
2319	223.1554997
2320	223.1440035
2321	223.1250361
2322	223.1009429
2323	223.0876317
2324	223.0699613
2325	223.0519838
2326	223.0313421
2327	223.0010074
2328	222.9778478
2329	222.9491237
2330	222.8745662
2331	222.86261
2332	222.8391906
2333	222.8331641
2334	222.8134821
2335	222.777973
2336	222.765709
2337	222.733997
2338	222.7225042
2339	222.7024151
2340	222.6741593
2341	222.6604953
2342	222.6406038
2343	222.607577
2344	222.5852727
2345	222.5567129
2346	222.5308558
2347	222.5143388
2348	222.4796925
2349	222.4709167
2350	222.4566072
2351	222.4332906
2352	222.4030128
2353	222.3809062
2354	222.3386556
2355	222.3178628
2356	222.3139877
2357	222.3079555
2358	222.2973154
2359	222.2837241
2360	222.2332228
2361	222.2139496
2362	222.1930987
2363	222.1566036
2364	222.1363686
2365	222.1178062
2366	222.1034939
2367	222.0901403
2368	222.0766388
2369	222.0627264
2370	222.0414961
2371	222.022825
2372	222.0199221
2373	222.0189575
2374	222.0070479
2375	221.9779157
2376	221.9674455
2377	221.9472491
2378	221.9278991
2379	221.920468
2380	221.9105188
2381	221.8811666
2382	221.8759042
2383	221.8662996
2384	221.8397196
2385	221.8231893
2386	221.8142528
2387	221.809335
2388	221.7895722
2389	221.753249
2390	221.7381754
2391	221.6809604
2392	221.6393363
2393	221.6312039
2394	221.607405
2395	221.6047953
2396	221.5759493
2397	221.5698825
2398	221.5551842
2399	221.5235426
2400	221.5072157
2401	221.5019085
2402	221.48391
2403	221.4653607
2404	221.4560093
2405	221.4052737
2406	221.3862758
2407	221.3624205
2408	221.3241017
2409	221.3045285
2410	221.2849966
2411	221.2703597
2412	221.2470834
2413	221.2242222
2414	221.2234347
2415	221.2170464
2416	221.1974917
2417	221.1916221
2418	221.1776989
2419	221.1598095
2420	221.145236
2421	221.112981
2422	221.0849357
2423	221.0600479
2424	221.0216456
2425	221.0113895
2426	220.9925007
2427	220.9660004
2428	220.9444227
2429	220.9302493
2430	220.9141173
2431	220.8973338
2432	220.869138
2433	220.8268774
2434	220.8072795
2435	220.7816057
2436	220.7503498
2437	220.7283128
2438	220.7008517
2439	220.6804681
2440	220.6632946
2441	220.6528852
2442	220.641883
2443	220.6293805
2444	220.5842911
2445	220.5772397
2446	220.5559686
2447	220.5383688
2448	220.517951
2449	220.5014872
2450	220.4844816
2451	220.4750302
2452	220.4642156
2453	220.3972514
2454	220.3721946
2455	220.3582192
2456	220.3322516
2457	220.3187211
2458	220.2938136
2459	220.2732936
2460	220.2388005
2461	220.21896
2462	220.1914918
2463	220.1586602
2464	220.1283395
2465	220.1108007
2466	220.1099081
2467	220.0868124
2468	220.0610134
2469	220.0295656
2470	220.0055143
2471	219.9914859
2472	219.9349429
2473	219.9295148
2474	219.9065031
2475	219.8784791
2476	219.8723746
2477	219.8600643
2478	219.8340447
2479	219.8158704
2480	219.8081031
2481	219.7810973
2482	219.7636551
2483	219.7420465
2484	219.7278024
2485	219.7022447
2486	219.6908593
2487	219.6737002
2488	219.6714587
2489	219.6519061
2490	219.6300491
2491	219.5852962
2492	219.5845247
2493	219.5769038
2494	219.5630709
2495	219.5489693
2496	219.5411668
2497	219.5213614
2498	219.5091961
2499	219.4889588
2500	219.477844
2501	219.4625808
2502	219.4538618
2503	219.4331726
2504	219.4089275
2505	219.3937231
2506	219.3932517
2507	219.3488308
2508	219.3395959
2509	219.3225388
2510	219.3121515
2511	219.2855202
2512	219.2703739
2513	219.2488492
2514	219.2320432
2515	219.2092729
2516	219.1961618
2517	219.1794938
2518	219.1689671
2519	219.1493137
2520	219.1279803
2521	219.1142907
2522	219.0910733
2523	219.074386
2524	219.0575051
2525	219.0465501
2526	219.0263632
2527	219.0185241
2528	218.9915999
2529	218.9649207
2530	218.9508721
2531	218.9486116
2532	218.9333352
2533	218.9188342
2534	218.9083894
2535	218.9010178
2536	218.8931929
2537	218.881485
2538	218.8680512
2539	218.8490909
2540	218.8325778
2541	218.817633
2542	218.7819144
2543	218.7662569
2544	218.7503755
2545	218.7290907
2546	218.7272032
2547	218.6972707
2548	218.6873765
2549	218.6595424
2550	218.6317677
2551	218.6124592
2552	218.5842014
2553	218.5584715
2554	218.5500955
2555	218.5145062
2556	218.4969672
2557	218.4901486
2558	218.4812195
2559	218.4598741
2560	218.4449877
2561	218.4371479
2562	218.4236634
2563	218.4165727
2564	218.404268
2565	218.3836734
2566	218.3658423
2567	218.3556725
2568	218.3447009
2569	218.319851
2570	218.3088917
2571	218.2926099
2572	218.2731514
2573	218.2709541
2574	218.2368177
2575	218.2111123
2576	218.195245
2577	218.1808752
2578	218.171757
2579	218.1689389
2580	218.1551333
2581	218.1385769
2582	218.1065562
2583	218.0903513
2584	218.0747567
2585	218.0593328
2586	218.0448548
2587	218.0324523
2588	218.0213616
2589	217.997023
2590	217.93977
2591	217.9037872
2592	217.8838363
2593	217.8675303
2594	217.8511092
2595	217.8410428
2596	217.8276358
2597	217.8156165
2598	217.7986008
2599	217.7820261
2600	217.7573296
2601	217.7475249
2602	217.7202865
2603	217.6953807
2604	217.6736692
2605	217.6468647
2606	217.6117108
2607	217.5833894
2608	217.5707773
2609	217.5261524
2610	217.5112294
2611	217.4942897
2612	217.475201
2613	217.4596711
2614	217.4392879
2615	217.4325565
2616	217.4054867
2617	217.3931913
2618	217.3701133
2619	217.3608893
2620	217.3366783
2621	217.3167147
2622	217.2972682
2623	217.2863397
2624	217.2777186
2625	217.2631185
2626	217.2353067
2627	217.2238671
2628	217.2125786
2629	217.1900398
2630	217.1614487
2631	217.1371307
2632	217.1085052
2633	217.0930658
2634	217.0742546
2635	217.0726938
2636	217.0515377
2637	217.0232665
2638	217.0139959
2639	217.0084686
2640	216.9935773
2641	216.968195
2642	216.9537875
2643	216.94172
2644	216.9235972
2645	216.9189971
2646	216.9059858
2647	216.8618015
2648	216.8421671
2649	216.8015148
2650	216.7863154
2651	216.7763633
2652	216.7624027
2653	216.7449653
2654	216.7144166
2655	216.6630416
2656	216.6590996
2657	216.6495854
2658	216.6269121
2659	216.6043428
2660	216.5856224
2661	216.5751523
2662	216.542127
2663	216.53751
2664	216.5154466
2665	216.5067292
2666	216.5023029
2667	216.4957393
2668	216.4870902
2669	216.4628772
2670	216.4520776
2671	216.4293046
2672	216.3978522
2673	216.372052
2674	216.3515719
2675	216.3380082
2676	216.3207375
2677	216.3058864
2678	216.2975926
2679	216.2872632
2680	216.277103
2681	216.2760994
2682	216.2754715
2683	216.2614725
2684	216.249463
2685	216.2357949
2686	216.2224963
2687	216.2081401
2688	216.1887702
2689	216.1740818
2690	216.1599536
2691	216.1481756
2692	216.1324712
2693	216.1117496
2694	216.0977001
2695	216.0894256
2696	216.0496781
2697	216.0449501
2698	216.0253661
2699	216.0026894
2700	215.990152
2701	215.9740266
2702	215.9525221
2703	215.933908
2704	215.9211933
2705	215.8975558
2706	215.8815436
2707	215.8577159
2708	215.8385874
2709	215.819414
2710	215.8014934
2711	215.7954413
2712	215.77414
2713	215.7530443
2714	215.7469571
2715	215.7371442
2716	215.7186695
2717	215.6842551
2718	215.6760696
2719	215.6658589
2720	215.6474457
2721	215.623123
2722	215.6020897
2723	215.5871717
2724	215.5766074
2725	215.5499919
2726	215.5257295
2727	215.4945008
2728	215.4630489
2729	215.4392213
2730	215.4381579
2731	215.4222384
2732	215.3801454
2733	215.3486875
2734	215.3334667
2735	215.3141051
2736	215.2898036
2737	215.2713987
2738	215.2593598
2739	215.2473807
2740	215.2180897
2741	215.2109571
2742	215.2030634
2743	215.1814202
2744	215.1656936
2745	215.1462111
2746	215.1294174
2747	215.1058978
2748	215.0863494
2749	215.0854245
2750	215.0679337
2751	215.0322151
2752	214.9973866
2753	214.9740385
2754	214.9495844
2755	214.9099006
2756	214.9029321
2757	214.8871837
2758	214.8746646
2759	214.8633984
2760	214.8579944
2761	214.8435648
2762	214.8425571
2763	214.8157822
2764	214.804073
2765	214.7854144
2766	214.7635521
2767	214.7371097
2768	214.7101536
2769	214.6898982
2770	214.673691
2771	214.6483236
2772	214.6247299
2773	214.6085288
2774	214.5933707
2775	214.5717612
2776	214.564517
2777	214.5422296
2778	214.5103678
2779	214.477566
2780	214.4561184
2781	214.4251423
2782	214.396181
2783	214.3769231
2784	214.3577303
2785	214.3449769
2786	214.3339492
2787	214.3256096
2788	214.3148674
2789	214.2934389
2790	214.2763735
2791	214.2556903
2792	214.2436264
2793	214.2277309
2794	214.2199062
2795	214.2078291
2796	214.1979796
2797	214.1877389
2798	214.1725563
2799	214.1584673
2800	214.1477633
2801	214.133311
2802	214.1149602
2803	214.0647402
2804	214.0398034
2805	214.0265371
2806	214.0055138
2807	213.9846642
2808	213.9703171
2809	213.9391466
2810	213.926185
2811	213.9203048
2812	213.901273
2813	213.8775985
2814	213.8647785
2815	213.852139
2816	213.8304513
2817	213.816353
2818	213.807855
2819	213.7978604
2820	213.7870645
2821	213.7708496
2822	213.7489019
2823	213.7257727
2824	213.7003415
2825	213.6765997
2826	213.6693282
2827	213.6417742
2828	213.6128439
2829	213.6005273
2830	213.58299
2831	213.5443004
2832	213.5239944
2833	213.5103195
2834	213.500849
2835	213.4984235
2836	213.4701549
2837	213.4633003
2838	213.442203
2839	213.423582
2840	213.4125327
2841	213.4101217
2842	213.4043287
2843	213.3903745
2844	213.3818814
2845	213.3654262
2846	213.3419907
2847	213.3269224
2848	213.3149658
2849	213.2937377
2850	213.2791292
2851	213.2633197
2852	213.2525386
2853	213.2433189
2854	213.2332713
2855	213.2192269
2856	213.209843
2857	213.1905867
2858	213.1763189
2859	213.1495451
2860	213.137369
2861	213.1341326
2862	213.1295835
2863	213.1077253
2864	213.0837377
2865	213.0678198
2866	213.0249727
2867	213.005071
2868	212.9899941
2869	212.9716297
2870	212.9625559
2871	212.9372792
2872	212.9310719
2873	212.9157552
2874	212.9049626
2875	212.9006988
2876	212.8932384
2877	212.8807422
2878	212.8639698
2879	212.8535085
2880	212.820453
2881	212.7863946
2882	212.7593418
2883	212.7457091
2884	212.7241289
2885	212.6945571
2886	212.6568175
2887	212.6334049
2888	212.6227817
2889	212.6076522
2890	212.5916839
2891	212.5749516
2892	212.5740345
2893	212.5655424
2894	212.5450634
2895	212.5337213
2896	212.5229691
2897	212.503852
2898	212.4994925
2899	212.4763229
2900	212.4618901
2901	212.4458386
2902	212.4356556
2903	212.4219098
2904	212.3983274
2905	212.3798082
2906	212.373051
2907	212.3387001
2908	212.3257322
2909	212.304667
2910	212.2876364
2911	212.2761427
2912	212.2543971
2913	212.244555
2914	212.2197978
2915	212.1961522
2916	212.1906733
2917	212.1718328
2918	212.1525962
2919	212.1417153
2920	212.1309907
2921	212.1194325
2922	212.1060003
2923	212.0929184
2924	212.0789922
2925	212.0722798
2926	212.0537616
2927	212.0451062
2928	212.0303116
2929	212.0107715
2930	211.990117
2931	211.9799019
2932	211.9582022
2933	211.9429856
2934	211.9250125
2935	211.9192565
2936	211.9086802
2937	211.8963476
2938	211.8840311
2939	211.8657929
2940	211.8564823
2941	211.8369149
2942	211.8303582
2943	211.8093067
2944	211.7859832
2945	211.7620929
2946	211.7360619
2947	211.7013554
2948	211.6875579
2949	211.671046
2950	211.6256362
2951	211.6011432
2952	211.5714413
2953	211.5552013
2954	211.5245713
2955	211.5072008
2956	211.5063376
2957	211.4979942
2958	211.4792872
2959	211.459321
2960	211.4586242
2961	211.4579207
2962	211.4336296
2963	211.4228504
2964	211.4097719
2965	211.3997726
2966	211.365592
2967	211.349475
2968	211.33869
2969	211.3102847
2970	211.3030917
2971	211.279523
2972	211.2576448
2973	211.2366949
2974	211.2157082
2975	211.212156
2976	211.1916928
2977	211.1789247
2978	211.1727757
2979	211.1590994
2980	211.158195
2981	211.1411964
2982	211.1118357
2983	211.0912642
2984	211.0822566
2985	211.064328
2986	211.0542528
2987	211.0415524
2988	211.0077573
2989	210.991128
2990	210.9637587
2991	210.9535776
2992	210.95127
2993	210.9409839
2994	210.9324857
2995	210.9274888
2996	210.9103594
2997	210.890644
2998	210.8805288
2999	210.8620167
