iter	Passed	Remaining
345	4188	68437
346	4198	68393
347	4209	68361
348	4222	68375
349	4233	68336
350	4243	68293
351	4255	68280
352	4269	68304
353	4279	68259
354	4289	68210
355	4299	68164
356	4314	68191
357	4324	68149
358	4335	68123
359	4345	68085
360	4360	68107
361	4372	68106
362	4383	68064
363	4393	68024
364	4407	68038
365	4418	68013
366	4430	67996
367	4440	67965
368	4454	67978
369	4464	67934
370	4474	67882
371	4484	67841
372	4497	67846
373	4507	67806
374	4518	67776
375	4529	67744
376	4542	67753
377	4554	67741
378	4567	67746
379	4578	67712
380	4594	67756
381	4604	67717
382	4613	67666
383	4624	67636
384	4641	67695
385	4655	67704
386	4667	67692
387	4677	67660
388	4691	67667
389	4701	67628
390	4712	67599
391	4722	67553
392	4736	67570
393	4746	67529
394	4758	67519
395	4771	67528
396	4787	67570
397	4800	67574
398	4812	67551
399	4823	67532
400	4839	67571
401	4850	67539
402	4860	67509
403	4871	67481
404	4888	67531
405	4899	67511
406	4911	67497
407	4922	67466
408	4938	67510
409	4949	67485
410	4960	67457
411	4970	67420
412	4987	67467
413	5000	67474
414	5018	67544
415	5034	67574
416	5050	67613
417	5064	67631
418	5081	67678
419	5093	67664
420	5107	67679
421	5118	67649
422	5129	67631
423	5144	67655
424	5158	67668
425	5170	67648
426	5180	67609
427	5192	67599
428	5205	67602
429	5217	67586
430	5230	67580
431	5241	67557
432	5255	67570
433	5266	67546
434	5278	67532
435	5288	67493
436	5302	67504
437	5315	67501
438	5326	67475
439	5337	67442
440	5352	67466
441	5366	67484
442	5377	67451
443	5388	67427
444	5403	67452
445	5416	67452
446	5427	67420
447	5438	67397
448	5454	67434
449	5465	67411
450	5480	67425
451	5492	67418
452	5511	67484
453	5521	67450
454	5533	67429
455	5542	67387
456	5557	67410
457	5570	67406
458	5581	67381
459	5593	67368
460	5610	67412
461	5620	67376
462	5630	67339
463	5641	67306
464	5657	67344
465	5667	67304
466	5679	67288
467	5691	67275
468	5710	67349
469	5724	67358
470	5737	67352
471	5748	67322
472	5763	67342
473	5775	67329
474	5785	67296
475	5796	67272
476	5810	67275
477	5819	67232
478	5830	67199
479	5841	67172
480	5854	67178
481	5871	67212
482	5880	67166
483	5890	67127
484	5907	67175
485	5919	67157
486	5929	67128
487	5941	67107
488	5958	67148
489	5971	67153
490	5984	67150
491	5996	67133
492	6014	67182
493	6029	67208
494	6044	67227
495	6060	67255
496	6080	67325
497	6092	67313
498	6105	67312
499	6117	67294
500	6130	67291
501	6142	67273
502	6155	67267
503	6168	67261
504	6183	67283
505	6198	67303
506	6212	67310
507	6224	67292
508	6238	67302
509	6252	67304
510	6265	67301
511	6277	67283
512	6292	67304
513	6302	67264
514	6313	67239
515	6324	67218
516	6339	67228
517	6349	67195
518	6360	67169
519	6373	67170
520	6390	67203
521	6402	67186
522	6414	67173
523	6426	67160
524	6441	67175
525	6453	67159
526	6463	67128
527	6474	67104
528	6488	67104
529	6502	67106
530	6515	67110
531	6526	67082
532	6538	67066
533	6550	67047
534	6561	67023
535	6573	67005
536	6589	67036
537	6600	67010
538	6610	66980
539	6620	66944
540	6634	66942
541	6644	66914
542	6655	66887
543	6665	66855
544	6679	66851
545	6689	66822
546	6700	66800
547	6711	66776
548	6724	66764
549	6734	66737
550	6745	66705
551	6755	66674
552	6774	66729
553	6785	66703
554	6797	66687
555	6808	66666
556	6821	66656
557	6831	66625
558	6841	66595
559	6852	66564
560	6865	66559
561	6879	66570
562	6891	66550
563	6901	66515
564	6912	66490
565	6922	66465
566	6935	66456
567	6947	66444
568	6959	66430
569	6972	66424
570	6983	66400
571	6993	66369
572	7010	66398
573	7021	66372
574	7032	66352
575	7044	66337
576	7060	66357
577	7075	66373
578	7088	66368
579	7099	66344
580	7117	66385
581	7128	66362
582	7139	66341
583	7151	66324
584	7169	66365
585	7188	66409
586	7200	66398
587	7212	66385
588	7226	66390
589	7239	66382
590	7252	66379
591	7265	66374
592	7283	66409
593	7295	66394
594	7307	66377
595	7317	66347
596	7331	66352
597	7342	66323
598	7353	66304
599	7366	66299
600	7382	66317
601	7394	66306
602	7405	66283
603	7417	66267
604	7432	66278
605	7445	66270
606	7456	66246
607	7467	66227
608	7486	66269
609	7498	66254
610	7510	66242
611	7522	66223
612	7535	66219
613	7548	66213
614	7560	66203
615	7574	66201
616	7587	66198
617	7597	66163
618	7609	66146
619	7620	66124
620	7637	66153
621	7650	66144
622	7662	66129
623	7672	66101
624	7686	66100
625	7697	66084
626	7708	66058
627	7719	66036
628	7736	66058
629	7746	66032
630	7756	66000
631	7767	65973
632	7781	65977
633	7792	65950
634	7802	65924
635	7815	65915
636	7830	65922
637	7841	65906
638	7854	65896
639	7869	65907
640	7887	65945
641	7900	65931
642	7911	65909
643	7922	65891
644	7935	65881
645	7945	65850
646	7963	65886
647	7977	65886
648	7990	65879
649	8000	65851
650	8010	65821
651	8021	65792
652	8033	65779
653	8042	65744
654	8052	65711
655	8062	65680
656	8073	65654
657	8084	65633
658	8095	65610
659	8105	65580
660	8117	65564
661	8130	65560
662	8143	65551
663	8153	65526
664	8168	65534
665	8178	65505
666	8189	65479
667	8199	65449
668	8211	65431
669	8221	65405
670	8234	65401
671	8246	65380
672	8259	65376
673	8270	65352
674	8281	65329
675	8292	65310
676	8304	65293
677	8314	65265
678	8328	65263
679	8340	65252
680	8355	65264
681	8366	65242
682	8378	65222
683	8387	65190
684	8404	65211
685	8414	65180
686	8424	65155
687	8436	65140
688	8450	65142
689	8461	65118
690	8471	65084
691	8481	65058
692	8496	65062
693	8510	65068
694	8522	65053
695	8532	65025
696	8550	65051
697	8563	65048
698	8575	65037
699	8586	65012
700	8601	65022
701	8613	65009
702	8626	64997
703	8637	64977
704	8651	64975
705	8661	64948
706	8673	64935
707	8684	64913
708	8699	64924
709	8710	64897
710	8723	64892
711	8735	64876
712	8746	64856
713	8758	64843
714	8771	64832
715	8781	64806
716	8796	64815
717	8806	64785
718	8817	64761
719	8827	64736
720	8841	64737
721	8853	64719
722	8865	64704
723	8876	64687
724	8890	64687
725	8901	64664
726	8913	64650
727	8926	64642
728	8943	64664
729	8955	64650
730	8965	64624
731	8976	64599
732	8991	64607
733	9002	64588
734	9019	64611
735	9030	64585
736	9043	64581
737	9055	64565
738	9066	64544
739	9078	64528
740	9094	64546
741	9106	64534
742	9119	64524
743	9129	64496
744	9148	64533
745	9159	64509
746	9169	64482
747	9181	64469
748	9196	64476
749	9210	64470
750	9220	64445
751	9230	64417
752	9245	64421
753	9255	64395
754	9267	64379
755	9281	64381
756	9295	64383
757	9307	64366
758	9319	64351
759	9329	64326
760	9346	64342
761	9356	64316
762	9367	64299
763	9379	64282
764	9400	64325
765	9412	64312
766	9424	64299
767	9439	64307
768	9454	64315
769	9466	64298
770	9477	64275
771	9487	64250
772	9502	64255
773	9513	64235
774	9526	64229
775	9537	64207
776	9558	64253
777	9569	64232
778	9580	64209
779	9592	64195
780	9607	64199
781	9617	64172
782	9630	64166
783	9641	64146
784	9655	64144
785	9666	64120
786	9677	64104
787	9688	64079
788	9702	64078
789	9714	64066
790	9724	64041
791	9739	64043
792	9758	64077
793	9772	64073
794	9786	64071
795	9800	64069
796	9818	64098
797	9832	64093
798	9844	64078
799	9858	64082
800	9871	64073
801	9883	64057
802	9894	64039
803	9908	64035
804	9927	64068
805	9937	64041
806	9949	64023
807	9960	64001
808	9975	64008
809	9987	63995
810	9997	63968
811	10009	63952
812	10022	63942
813	10034	63929
814	10046	63916
815	10058	63898
816	10073	63903
817	10083	63881
818	10102	63907
819	10115	63897
820	10129	63898
821	10141	63885
822	10153	63868
823	10164	63847
824	10179	63850
825	10189	63828
826	10204	63829
827	10216	63813
828	10233	63831
829	10244	63809
830	10256	63798
831	10268	63782
832	10282	63779
833	10294	63764
834	10307	63755
835	10318	63735
836	10336	63759
837	10349	63752
838	10368	63779
839	10382	63777
840	10399	63794
841	10410	63771
842	10420	63746
843	10431	63726
844	10446	63731
845	10462	63738
846	10478	63748
847	10492	63748
848	10512	63778
849	10527	63784
850	10541	63783
851	10556	63784
852	10570	63784
853	10584	63777
854	10595	63761
855	10606	63738
856	10623	63754
857	10638	63755
858	10649	63735
859	10659	63709
860	10677	63730
861	10692	63731
862	10701	63703
863	10713	63684
864	10726	63679
865	10737	63658
866	10750	63644
867	10761	63625
868	10781	63661
869	10797	63666
870	10808	63647
871	10818	63623
872	10835	63632
873	10848	63628
874	10858	63599
875	10870	63585
876	10885	63585
877	10896	63567
878	10907	63546
879	10918	63527
880	10933	63531
881	10945	63515
882	10956	63494
883	10967	63473
884	10986	63496
885	10999	63488
886	11011	63471
887	11023	63460
888	11038	63463
889	11049	63441
890	11059	63418
891	11070	63393
892	11083	63383
893	11094	63364
894	11104	63339
895	11117	63331
896	11130	63321
897	11145	63323
898	11162	63339
899	11173	63318
900	11184	63297
901	11195	63274
902	11207	63259
903	11219	63245
904	11230	63225
905	11241	63205
906	11254	63195
907	11264	63171
908	11275	63152
909	11287	63134
910	11297	63111
911	11310	63099
912	11321	63081
913	11333	63065
914	11345	63052
915	11355	63025
916	11370	63026
917	11380	63003
918	11391	62981
919	11401	62957
920	11413	62941
921	11427	62936
922	11436	62907
923	11447	62884
924	11458	62868
925	11469	62849
926	11480	62826
927	11492	62812
928	11503	62790
929	11513	62766
930	11526	62757
931	11537	62735
932	11550	62731
933	11560	62706
934	11570	62680
935	11582	62665
936	11597	62664
937	11608	62646
938	11618	62621
939	11632	62620
940	11647	62618
941	11659	62604
942	11670	62586
943	11680	62559
944	11693	62551
945	11703	62525
946	11715	62510
947	11726	62493
948	11741	62494
949	11752	62471
950	11761	62446
951	11773	62427
952	11788	62430
953	11798	62408
954	11810	62392
955	11825	62390
956	11839	62391
957	11851	62377
958	11863	62361
959	11877	62357
960	11891	62351
961	11905	62350
962	11919	62344
963	11929	62322
964	11944	62322
965	11955	62300
966	11964	62274
967	11976	62258
968	11992	62265
969	12004	62249
970	12016	62233
971	12026	62212
972	12041	62213
973	12054	62202
974	12066	62187
975	12076	62163
976	12094	62179
977	12105	62162
978	12117	62148
979	12129	62130
980	12147	62147
981	12160	62141
982	12171	62120
983	12182	62099
984	12197	62102
985	12210	62094
986	12223	62084
987	12234	62063
988	12248	62061
989	12261	62049
990	12273	62034
991	12284	62018
992	12298	62014
993	12309	61993
994	12320	61976
995	12331	61955
996	12346	61954
997	12356	61931
998	12373	61941
999	12385	61927
1000	12398	61920
1001	12411	61909
1002	12421	61886
1003	12433	61868
1004	12447	61864
1005	12456	61838
1006	12468	61820
1007	12478	61796
1008	12493	61796
1009	12504	61780
1010	12515	61762
1011	12528	61751
1012	12547	61772
1013	12562	61771
1014	12574	61756
1015	12584	61735
1016	12600	61740
1017	12614	61732
1018	12625	61713
1019	12636	61695
1020	12649	61688
1021	12659	61664
1022	12671	61650
1023	12684	61638
1024	12700	61643
1025	12714	61640
1026	12728	61632
1027	12742	61629
1028	12761	61648
1029	12771	61623
1030	12783	61612
1031	12794	61590
1032	12811	61603
1033	12824	61590
1034	12836	61578
1035	12849	61567
1036	12864	61569
1037	12874	61545
1038	12884	61521
1039	12897	61512
1040	12913	61517
1041	12924	61496
1042	12934	61475
1043	12945	61455
1044	12959	61450
1045	12975	61454
1046	12989	61448
1047	13000	61427
1048	13015	61429
1049	13025	61407
1050	13036	61385
1051	13048	61374
1052	13059	61355
1053	13072	61344
1054	13085	61332
1055	13097	61322
1056	13113	61326
1057	13126	61312
1058	13139	61306
1059	13149	61282
1060	13170	61307
1061	13184	61304
1062	13199	61304
1063	13213	61298
1064	13229	61301
1065	13239	61278
1066	13250	61259
1067	13262	61248
1068	13278	61249
1069	13289	61229
1070	13300	61212
1071	13312	61197
1072	13327	61197
1073	13339	61182
1074	13350	61163
1075	13360	61140
1076	13372	61126
1077	13382	61104
1078	13393	61083
1079	13406	61072
1080	13424	61087
1081	13437	61075
1082	13451	61072
1083	13461	61050
1084	13477	61054
1085	13488	61033
1086	13499	61012
1087	13510	60996
1088	13524	60989
1089	13536	60977
1090	13548	60961
1091	13559	60943
1092	13577	60953
1093	13587	60932
1094	13597	60909
1095	13609	60894
1096	13622	60885
1097	13633	60867
1098	13644	60846
1099	13654	60825
1100	13669	60821
1101	13679	60802
1102	13693	60795
1103	13710	60800
1104	13734	60843
1105	13750	60846
1106	13771	60871
1107	13783	60856
1108	13803	60876
1109	13813	60856
1110	13826	60845
1111	13841	60842
1112	13857	60846
1113	13872	60846
1114	13885	60834
1115	13896	60817
1116	13911	60814
1117	13922	60793
1118	13932	60772
1119	13945	60761
1120	13959	60757
1121	13971	60743
1122	13984	60733
1123	13997	60722
1124	14012	60719
1125	14022	60697
1126	14032	60675
1127	14046	60669
1128	14065	60685
1129	14076	60665
1130	14087	60648
1131	14098	60628
1132	14112	60624
1133	14125	60611
1134	14136	60591
1135	14147	60574
1136	14161	60570
1137	14174	60558
1138	14184	60536
1139	14195	60516
1140	14214	60531
1141	14225	60515
1142	14237	60499
1143	14248	60482
1144	14266	60490
1145	14277	60472
1146	14289	60461
1147	14302	60448
1148	14318	60449
1149	14330	60438
1150	14342	60422
1151	14354	60408
1152	14372	60421
1153	14390	60428
1154	14406	60432
1155	14425	60449
1156	14444	60460
1157	14457	60453
1158	14472	60448
1159	14483	60431
1160	14503	60450
1161	14521	60461
1162	14536	60458
1163	14552	60460
1164	14568	60462
1165	14580	60446
1166	14597	60452
1167	14611	60445
1168	14627	60449
1169	14642	60445
1170	14655	60438
1171	14669	60430
1172	14689	60447
1173	14699	60425
1174	14711	60411
1175	14726	60407
1176	14743	60416
1177	14754	60393
1178	14767	60383
1179	14779	60372
1180	14795	60372
1181	14811	60374
1182	14823	60358
1183	14835	60346
1184	14859	60379
1185	14872	60365
1186	14884	60351
1187	14896	60339
1188	14913	60342
1189	14923	60323
1190	14936	60311
1191	14948	60294
1192	14963	60292
1193	14975	60280
1194	14989	60269
1195	14999	60250
1196	15014	60247
1197	15026	60232
1198	15038	60218
1199	15050	60201
1200	15066	60202
1201	15078	60187
1202	15089	60171
1203	15103	60161
1204	15118	60158
1205	15128	60136
1206	15140	60122
1207	15154	60114
1208	15170	60115
1209	15181	60098
1210	15191	60076
1211	15202	60058
1212	15219	60061
1213	15231	60049
1214	15244	60037
1215	15258	60031
1216	15272	60021
1217	15283	60003
1218	15294	59984
1219	15305	59965
1220	15319	59961
1221	15330	59943
1222	15344	59936
1223	15358	59929
1224	15375	59931
1225	15387	59917
1226	15400	59909
1227	15411	59890
1228	15423	59875
1229	15436	59862
1230	15446	59841
1231	15457	59821
1232	15473	59822
1233	15484	59802
1234	15494	59782
1235	15505	59762
1236	15520	59759
1237	15530	59740
1238	15543	59727
1239	15554	59710
1240	15569	59706
1241	15582	59693
1242	15592	59673
1243	15604	59657
1244	15618	59652
1245	15630	59636
1246	15644	59631
1247	15657	59620
1248	15672	59615
1249	15685	59604
1250	15696	59587
1251	15708	59571
1252	15722	59563
1253	15734	59551
1254	15749	59545
1255	15763	59539
1256	15778	59535
1257	15788	59515
1258	15801	59501
1259	15812	59483
1260	15825	59475
1261	15838	59462
1262	15852	59456
1263	15866	59447
1264	15892	59485
1265	15916	59518
1266	15930	59508
1267	15948	59516
1268	15964	59518
1269	15975	59498
1270	15995	59514
1271	16006	59497
1272	16023	59500
1273	16036	59488
1274	16048	59472
1275	16060	59458
1276	16072	59444
1277	16083	59426
1278	16096	59414
1279	16107	59396
1280	16126	59408
1281	16141	59405
1282	16152	59385
1283	16164	59372
1284	16183	59380
1285	16194	59364
1286	16207	59353
1287	16218	59334
1288	16234	59333
1289	16246	59317
1290	16258	59304
1291	16268	59282
1292	16283	59278
1293	16293	59257
1294	16306	59244
1295	16316	59221
1296	16329	59213
1297	16346	59214
1298	16357	59197
1299	16369	59183
1300	16388	59190
1301	16402	59184
1302	16417	59181
1303	16428	59163
1304	16447	59173
1305	16462	59168
1306	16473	59151
1307	16487	59142
1308	16504	59146
1309	16518	59139
1310	16535	59140
1311	16548	59129
1312	16569	59146
1313	16579	59127
1314	16590	59109
1315	16603	59095
1316	16616	59085
1317	16628	59070
1318	16640	59054
1319	16653	59043
1320	16670	59046
1321	16682	59031
1322	16695	59020
1323	16705	59000
1324	16724	59010
1325	16742	59013
1326	16755	59002
1327	16767	58988
1328	16785	58996
1329	16800	58991
1330	16816	58990
1331	16828	58975
1332	16842	58968
1333	16855	58954
1334	16865	58936
1335	16878	58922
1336	16896	58929
1337	16908	58915
1338	16924	58914
1339	16937	58902
1340	16951	58893
1341	16964	58881
1342	16976	58868
1343	16987	58849
1344	17004	58851
1345	17014	58831
1346	17028	58823
1347	17041	58809
1348	17060	58818
1349	17070	58798
1350	17081	58781
1351	17093	58765
1352	17108	58760
1353	17119	58742
1354	17130	58723
1355	17142	58710
1356	17162	58722
1357	17174	58708
1358	17189	58701
1359	17200	58685
1360	17216	58683
1361	17228	58666
1362	17242	58659
1363	17255	58648
1364	17270	58643
1365	17280	58622
1366	17291	58602
1367	17301	58583
1368	17316	58577
1369	17328	58562
1370	17339	58545
1371	17353	58535
1372	17367	58528
1373	17376	58504
1374	17390	58495
1375	17400	58475
1376	17414	58466
1377	17425	58446
1378	17435	58424
1379	17447	58409
1380	17462	58406
1381	17475	58393
1382	17486	58376
1383	17497	58357
1384	17513	58358
1385	17525	58344
1386	17537	58327
1387	17548	58309
1388	17562	58302
1389	17574	58285
1390	17584	58266
1391	17596	58251
1392	17610	58242
1393	17623	58229
1394	17635	58217
1395	17648	58204
1396	17664	58201
1397	17673	58179
1398	17683	58157
1399	17695	58140
1400	17708	58130
1401	17719	58113
1402	17731	58097
1403	17741	58077
1404	17761	58088
1405	17774	58075
1406	17788	58067
1407	17802	58060
1408	17822	58072
1409	17834	58057
1410	17844	58035
1411	17854	58014
1412	17865	57996
1413	17875	57975
1414	17886	57958
1415	17899	57945
1416	17915	57944
1417	17925	57923
1418	17936	57906
1419	17951	57901
1420	17966	57895
1421	17978	57880
1422	17990	57866
1423	18004	57856
1424	18020	57854
1425	18034	57845
1426	18045	57829
1427	18058	57816
1428	18076	57822
1429	18088	57806
1430	18099	57788
1431	18111	57774
1432	18126	57769
1433	18137	57751
1434	18148	57734
1435	18162	57726
1436	18176	57716
1437	18187	57697
1438	18201	57690
1439	18215	57683
1440	18231	57680
1441	18245	57671
1442	18257	57657
1443	18268	57640
1444	18283	57635
1445	18295	57620
1446	18306	57601
1447	18319	57590
1448	18334	57584
1449	18344	57564
1450	18356	57548
1451	18367	57530
1452	18383	57529
1453	18396	57518
1454	18413	57517
1455	18426	57507
1456	18441	57501
1457	18454	57490
1458	18465	57473
1459	18476	57455
1460	18495	57459
1461	18507	57446
1462	18521	57437
1463	18531	57418
1464	18548	57417
1465	18561	57406
1466	18572	57388
1467	18583	57371
1468	18601	57376
1469	18612	57356
1470	18626	57347
1471	18640	57339
1472	18657	57339
1473	18669	57326
1474	18680	57309
1475	18694	57298
1476	18710	57296
1477	18724	57288
1478	18736	57274
1479	18752	57272
1480	18768	57267
1481	18779	57250
1482	18791	57236
1483	18804	57224
1484	18821	57223
1485	18832	57208
1486	18844	57192
1487	18856	57178
1488	18871	57173
1489	18884	57160
1490	18895	57142
1491	18908	57132
1492	18925	57131
1493	18938	57120
1494	18955	57120
1495	18968	57108
1496	18984	57106
1497	18998	57097
1498	19014	57093
1499	19034	57104
1500	19051	57104
1501	19066	57096
1502	19077	57081
1503	19088	57063
1504	19105	57063
1505	19117	57047
1506	19131	57039
1507	19149	57042
1508	19166	57042
1509	19179	57029
1510	19189	57008
1511	19199	56988
1512	19214	56984
1513	19227	56969
1514	19238	56954
1515	19249	56935
1516	19262	56925
1517	19274	56910
1518	19286	56895
1519	19297	56878
1520	19312	56870
1521	19323	56852
1522	19335	56837
1523	19346	56821
1524	19363	56819
1525	19372	56798
1526	19383	56779
1527	19393	56758
1528	19409	56755
1529	19422	56743
1530	19432	56722
1531	19443	56704
1532	19460	56706
1533	19471	56687
1534	19484	56675
1535	19495	56659
1536	19510	56651
1537	19521	56635
1538	19532	56618
1539	19546	56607
1540	19562	56604
1541	19574	56591
1542	19586	56576
1543	19601	56568
1544	19614	56558
1545	19625	56541
1546	19638	56530
1547	19651	56517
1548	19665	56507
1549	19676	56491
1550	19688	56475
1551	19699	56458
1552	19713	56449
1553	19723	56429
1554	19735	56415
1555	19749	56406
1556	19765	56401
1557	19778	56390
1558	19789	56372
1559	19802	56361
1560	19816	56353
1561	19831	56345
1562	19843	56329
1563	19854	56313
1564	19871	56312
1565	19881	56294
1566	19895	56282
1567	19908	56271
1568	19924	56269
1569	19934	56248
1570	19944	56229
1571	19955	56211
1572	19969	56202
1573	19982	56189
1574	19995	56176
1575	20005	56156
1576	20020	56152
1577	20032	56137
1578	20046	56126
1579	20057	56108
1580	20071	56100
1581	20085	56091
1582	20097	56077
1583	20108	56059
1584	20122	56051
1585	20132	56031
1586	20144	56017
1587	20160	56011
1588	20181	56022
1589	20192	56004
1590	20202	55986
1591	20213	55968
1592	20227	55958
1593	20238	55940
1594	20248	55922
1595	20259	55905
1596	20276	55902
1597	20288	55887
1598	20299	55872
1599	20309	55851
1600	20324	55844
1601	20335	55826
1602	20346	55808
1603	20356	55788
1604	20371	55783
1605	20381	55762
1606	20392	55745
1607	20403	55728
1608	20415	55715
1609	20427	55698
1610	20437	55680
1611	20449	55665
1612	20463	55657
1613	20474	55639
1614	20487	55626
1615	20499	55613
1616	20515	55607
1617	20526	55591
1618	20539	55578
1619	20548	55558
1620	20563	55550
1621	20575	55534
1622	20585	55516
1623	20596	55499
1624	20616	55506
1625	20628	55491
1626	20640	55476
1627	20652	55462
1628	20666	55453
1629	20676	55433
1630	20689	55422
1631	20700	55404
1632	20714	55394
1633	20724	55375
1634	20737	55362
1635	20747	55344
1636	20763	55340
1637	20774	55322
1638	20786	55308
1639	20797	55289
1640	20811	55282
1641	20821	55261
1642	20832	55244
1643	20843	55226
1644	20858	55220
1645	20868	55201
1646	20880	55186
1647	20893	55174
1648	20910	55172
1649	20921	55155
1650	20932	55138
1651	20946	55129
1652	20961	55123
1653	20972	55105
1654	20984	55093
1655	20998	55083
1656	21016	55085
1657	21029	55072
1658	21041	55057
1659	21057	55053
1660	21069	55039
1661	21082	55028
1662	21095	55015
1663	21108	55004
1664	21125	55002
1665	21138	54989
1666	21151	54978
1667	21165	54968
1668	21183	54969
1669	21198	54963
1670	21209	54946
1671	21223	54938
1672	21242	54941
