iter	Passed	Remaining
1673	21255	54930
1674	21270	54921
1675	21282	54906
1676	21299	54907
1677	21313	54897
1678	21324	54880
1679	21337	54866
1680	21351	54858
1681	21363	54843
1682	21374	54827
1683	21386	54812
1684	21410	54828
1685	21425	54821
1686	21437	54806
1687	21448	54790
1688	21461	54777
1689	21474	54765
1690	21487	54754
1691	21500	54742
1692	21517	54740
1693	21529	54725
1694	21539	54707
