iter	MAE
511	0.03604067979
512	0.03602213324
513	0.03600093039
514	0.03599524918
515	0.03597650403
516	0.03596322318
517	0.03593897768
518	0.0359277923
519	0.03589907021
520	0.03589404526
521	0.03587806129
522	0.03585910785
523	0.03584558619
524	0.0358348067
525	0.0358086114
526	0.03578936393
527	0.03576763376
528	0.03575151866
529	0.03573189731
530	0.03571604221
531	0.03569453242
532	0.03567638052
533	0.03566376494
534	0.035648874
535	0.03563981402
536	0.03563110843
537	0.03560956139
538	0.03558162479
539	0.03556845139
540	0.03554523699
541	0.03551450839
542	0.0354919818
543	0.0354613241
544	0.03544313028
545	0.03542338313
546	0.03541059069
547	0.03540017125
548	0.03538855338
549	0.03536002551
550	0.03533071156
551	0.03531153468
552	0.03530384849
553	0.03528342947
554	0.03527479266
555	0.03525750072
556	0.0352220185
557	0.03521062336
558	0.03519485266
559	0.03516482062
560	0.03515275942
561	0.03514142282
562	0.03510801728
563	0.03509347314
564	0.03507203727
565	0.03504690557
566	0.03500335878
567	0.03498086568
568	0.03496617843
569	0.03494742585
570	0.0349242041
571	0.03490938809
572	0.03488300987
573	0.03486235797
574	0.03484497121
575	0.03483497032
576	0.03478887604
577	0.03476998847
578	0.03475701271
579	0.03474515218
580	0.03473231263
581	0.03471963063
582	0.03470885984
583	0.03469750478
584	0.0346782829
585	0.03466194996
586	0.03464289397
587	0.03463484741
588	0.03461691183
589	0.03460451893
590	0.03459337741
591	0.03458752707
592	0.03457468011
593	0.03455286154
594	0.03452946616
595	0.03451843192
596	0.03450877162
597	0.03446925035
598	0.03445422855
599	0.03444322486
600	0.03443320555
601	0.03442178905
602	0.03441273947
603	0.03439559539
604	0.03437082204
605	0.03435565657
606	0.03433961091
607	0.03432907981
608	0.03432195084
609	0.03431120268
610	0.0342842918
611	0.03427691157
612	0.03426868873
613	0.03425924787
614	0.03423848389
615	0.03421473531
616	0.03420442813
617	0.03419346433
618	0.0341779794
619	0.03415451413
620	0.03413465788
621	0.03410887386
622	0.03409640252
623	0.03406618796
624	0.03405030574
625	0.03403690921
626	0.0340254387
627	0.03401986865
628	0.03397087406
629	0.03395635559
630	0.03394833659
631	0.03393538957
632	0.03392593239
633	0.03391657097
634	0.0338951509
635	0.03388362324
636	0.03386805248
637	0.03384940602
638	0.03383572334
639	0.03382706252
640	0.03380756738
641	0.03377573007
642	0.03376620606
643	0.03375019434
644	0.03373195785
645	0.03370437583
646	0.03369116538
647	0.03368579177
648	0.03367030604
649	0.03365723954
650	0.033643352
651	0.03362587508
652	0.03361796943
653	0.03359721412
654	0.03358776657
655	0.0335801048
656	0.03355400597
657	0.03353449973
658	0.03352800771
659	0.03352090596
660	0.03349441035
661	0.0334829419
662	0.03346698591
663	0.03345069522
664	0.0334274114
665	0.03342023768
666	0.0334056139
667	0.0333951093
668	0.03337733647
669	0.03336708593
670	0.03335174583
671	0.03334747232
672	0.03333184768
673	0.03331566913
674	0.03329544572
675	0.03328743391
676	0.03326895292
677	0.03326179723
678	0.03325163322
679	0.03324290498
680	0.03322770819
681	0.03320778636
682	0.0331998267
683	0.03318490079
684	0.03317929639
685	0.03317101213
686	0.03316100678
687	0.03314725474
688	0.03312994442
689	0.03311897369
690	0.03309763552
691	0.03308331278
692	0.03306882638
693	0.03305929439
694	0.03303276529
695	0.0330211704
696	0.0329836798
697	0.0329654735
698	0.03294506075
699	0.03293593343
700	0.03292397431
701	0.03290861334
702	0.03290268582
703	0.0328892479
704	0.03286424916
705	0.03283828899
706	0.03283250643
707	0.03282120721
708	0.03280845167
709	0.03279410359
710	0.03276193076
711	0.03275213861
712	0.03273767054
713	0.03272727375
714	0.03271163985
715	0.03269244446
716	0.03268165508
717	0.03265831152
718	0.03264310133
719	0.03262453954
720	0.03261761221
721	0.03260341107
722	0.03259425258
723	0.03258266303
724	0.03257058885
725	0.03256209714
726	0.03253936508
727	0.03251721782
728	0.03250374277
729	0.03249148469
730	0.03248406147
731	0.03246912486
732	0.03246129646
733	0.03245094856
734	0.03242077261
735	0.03241326874
736	0.03240200291
737	0.03238031887
738	0.03237089862
739	0.03236437703
740	0.03235374373
741	0.03233830596
742	0.03231805426
743	0.03231081252
744	0.03230638022
745	0.03230075781
746	0.03229680992
747	0.03229138647
748	0.03228124574
749	0.0322732764
750	0.03226357507
751	0.03225229889
752	0.03224057472
753	0.03223312351
754	0.03222638049
755	0.03221913263
756	0.03220517382
757	0.03219494468
758	0.03218239432
759	0.03217358835
760	0.03216284077
761	0.03215647345
762	0.03214738033
763	0.03213816249
764	0.03212713473
765	0.03211976419
766	0.03210787666
767	0.03209423154
768	0.03208136091
769	0.03207613331
770	0.03205177464
771	0.03202892637
772	0.03201480854
773	0.03200196167
774	0.0319966116
775	0.03198816046
776	0.03197832518
777	0.03195073378
778	0.03194422961
779	0.0319335561
780	0.03191997621
781	0.031912864
782	0.03190798954
783	0.03189708041
784	0.03189182426
785	0.03188358289
786	0.03187155691
787	0.03185656816
788	0.03184646317
789	0.03183448453
790	0.031824199
791	0.03180764984
792	0.03179546836
793	0.03177861459
794	0.03176133217
795	0.03173969366
796	0.03173086235
797	0.03172837423
798	0.03171887581
799	0.03171326069
800	0.03169889082
801	0.03169005671
802	0.0316868658
803	0.03167942332
804	0.03166242359
805	0.03164845509
806	0.03163711263
807	0.03162459826
808	0.03161935208
809	0.03161023914
810	0.03160603041
811	0.03158768107
812	0.03157435468
813	0.03155554646
814	0.03154614203
815	0.03153689863
816	0.03152752497
817	0.03152080571
818	0.03150239058
819	0.03149200056
820	0.03147727283
821	0.0314671853
822	0.03145468287
823	0.03144744844
824	0.03142664125
825	0.03141879532
826	0.03141137069
827	0.03139895036
828	0.03138519039
829	0.0313732606
830	0.03137002819
831	0.03135129467
832	0.03134472751
833	0.03133607328
834	0.03132867755
835	0.03132148766
836	0.03131271206
837	0.03130527892
838	0.03128747605
839	0.03127547321
840	0.03126860955
841	0.0312575577
842	0.03125300024
843	0.03124532831
844	0.03123927544
845	0.0312219896
846	0.03121299364
847	0.03120883228
848	0.03120156018
849	0.03118477518
850	0.03117364841
851	0.03115828235
852	0.03115112749
853	0.03114247073
854	0.0311323316
855	0.03112554105
856	0.03112236989
857	0.0311050971
858	0.03109898101
859	0.03109248761
860	0.03108328851
861	0.03107163699
862	0.03106085444
863	0.03105681544
864	0.03105031502
865	0.03104735876
866	0.03103068445
867	0.03102438991
868	0.03101824757
869	0.0310141692
870	0.03100341312
871	0.03099555784
872	0.03098910883
873	0.03098434155
874	0.03097303684
875	0.03095982808
876	0.03095226937
877	0.03093670068
878	0.03092125798
879	0.0309143808
880	0.03090332705
881	0.03089366119
882	0.03088232609
883	0.03086499758
884	0.03086090756
885	0.03085635235
886	0.03084362828
887	0.03084094793
888	0.03083026226
889	0.03082136815
890	0.03081165178
891	0.03079808072
892	0.0307952046
893	0.03078983443
894	0.03078461241
895	0.03078015851
896	0.03076979679
897	0.0307607187
898	0.03075231012
899	0.03074797764
900	0.03074074808
901	0.03072784844
902	0.03071137436
903	0.03070093096
904	0.0306860477
905	0.030673597
906	0.03065635183
907	0.0306527498
908	0.03064649676
909	0.03064280849
910	0.03063643273
911	0.03062023691
912	0.030617327
913	0.03060873409
914	0.03059985307
915	0.03058875895
916	0.03058220515
917	0.03057248643
918	0.03056644426
919	0.03055856488
920	0.03054119261
921	0.0305369467
922	0.03052713682
923	0.03051238393
924	0.03050596453
925	0.03049431523
926	0.03048191657
927	0.030473838
928	0.030468798
929	0.03046182493
930	0.03045763252
931	0.03045137744
932	0.03044665138
933	0.03044197771
934	0.03042887369
935	0.03042476726
936	0.03041193706
937	0.0303972731
938	0.03039398153
939	0.03038932719
940	0.03038682255
941	0.0303768856
942	0.03036648877
943	0.03035636979
944	0.03035140532
945	0.03033886817
946	0.03033157265
947	0.03032153952
948	0.03028983334
949	0.03027999442
950	0.03027240665
951	0.03026133805
952	0.03025299756
953	0.03023747045
954	0.03021554475
955	0.03018594406
956	0.03016976027
957	0.03014670236
958	0.03014053272
959	0.03013747659
960	0.03012503552
961	0.03011115572
962	0.03009684299
963	0.03009059431
964	0.03008105852
965	0.03006973271
966	0.03006283332
967	0.03005683497
968	0.03005039686
969	0.03004421538
970	0.03003169408
971	0.03002373951
972	0.0300082292
973	0.02999561735
974	0.02998517638
975	0.02996429983
976	0.02994951586
977	0.02993947166
978	0.02993019087
979	0.02991533869
980	0.02991067514
981	0.02988982416
982	0.02988402512
983	0.02987307762
984	0.02986437794
985	0.02985415526
986	0.02984658687
987	0.0298425253
988	0.02983989196
989	0.02982851446
990	0.02981621872
991	0.02980746303
992	0.0297947337
993	0.02978853078
994	0.02978585977
995	0.02977757317
996	0.02976866178
997	0.02975939255
998	0.02975428252
999	0.02974690573
1000	0.0297393511
1001	0.02973340435
1002	0.02972093619
1003	0.02971205432
1004	0.02970703803
1005	0.02969967245
1006	0.02968991673
1007	0.02968053954
1008	0.02966948003
1009	0.02966602978
1010	0.02966100436
1011	0.02965452734
1012	0.02964870155
1013	0.02963730359
1014	0.0296193026
1015	0.02961589932
1016	0.0296026342
1017	0.0295937337
1018	0.02958799641
1019	0.02957250775
1020	0.02956709402
1021	0.02955535357
1022	0.02954605611
1023	0.02953523675
1024	0.02952641833
1025	0.02951763192
1026	0.02951176511
1027	0.02949909371
1028	0.02949375391
1029	0.029491472
1030	0.02948697454
1031	0.02947321532
1032	0.02947008642
1033	0.02946679009
1034	0.02945841311
1035	0.02945343866
1036	0.02944014411
1037	0.02941630528
1038	0.02941017465
1039	0.0294040737
1040	0.029390329
1041	0.02938154753
1042	0.02937494363
1043	0.02937062218
1044	0.02936643197
1045	0.02935675497
1046	0.02935101616
1047	0.02934068853
1048	0.02932962999
1049	0.02931900534
1050	0.02931461748
1051	0.02930299905
1052	0.02929709783
1053	0.02929225681
1054	0.02928551012
1055	0.02927990387
1056	0.02927361033
1057	0.02926851659
1058	0.0292560013
1059	0.02924672273
1060	0.02923408813
1061	0.029227173
1062	0.02921620866
1063	0.02920986006
1064	0.02920415686
1065	0.02919811644
1066	0.02919482343
1067	0.02918615527
1068	0.02918210287
1069	0.02917288455
1070	0.02916979784
1071	0.02915887586
1072	0.02915675793
1073	0.02913900463
1074	0.02913259888
1075	0.02912724205
1076	0.02910930643
1077	0.02910114248
1078	0.02909759311
1079	0.02908622329
1080	0.02908208005
1081	0.02907506562
1082	0.02906992752
1083	0.02906220791
1084	0.02905433294
1085	0.02905040201
1086	0.02904242763
1087	0.02903297069
1088	0.02902930735
1089	0.02901826445
1090	0.02900890314
1091	0.02900290236
1092	0.02898478467
1093	0.02897841321
1094	0.02897467131
1095	0.02896389951
1096	0.0289598328
1097	0.02895203042
1098	0.02894693544
1099	0.02893641659
1100	0.02892804691
1101	0.02892078443
1102	0.02891275963
1103	0.02890248361
1104	0.02889692401
1105	0.02889467322
1106	0.02888876714
1107	0.02888337175
1108	0.02887570242
1109	0.02887305249
1110	0.02887044197
1111	0.02885989298
1112	0.02885111549
1113	0.02884457954
1114	0.02883369634
1115	0.02882842033
1116	0.02881828418
1117	0.02881322666
1118	0.02880905692
1119	0.02880009372
1120	0.02879527701
1121	0.0287873122
1122	0.0287810485
1123	0.02876969547
1124	0.02876398678
1125	0.02876013
1126	0.02875652139
1127	0.0287522635
1128	0.02874787146
1129	0.02874256723
1130	0.02873537255
1131	0.0287321422
1132	0.028722675
1133	0.02871692815
1134	0.02870764788
1135	0.02869997766
1136	0.02869332564
1137	0.02868495529
1138	0.02867781534
1139	0.02867269373
1140	0.02866379168
1141	0.02865669055
1142	0.02864637911
1143	0.02863897024
1144	0.02863507737
1145	0.02862673296
1146	0.02862341168
1147	0.02860407087
1148	0.02859977089
1149	0.02858806649
1150	0.02858161041
1151	0.02857178708
1152	0.02856486703
1153	0.02855893287
1154	0.02855662795
1155	0.02855305591
1156	0.02853279082
1157	0.02852516503
1158	0.02851883824
1159	0.02851201685
1160	0.0285063962
1161	0.02849661086
1162	0.02849108804
1163	0.02848882883
1164	0.02848534781
1165	0.02846889273
1166	0.02845964651
1167	0.02845203503
1168	0.02844877017
1169	0.02844454998
1170	0.02843479243
1171	0.02842399712
1172	0.02841627002
1173	0.02841005542
1174	0.02840362956
1175	0.02838719267
1176	0.02838349915
1177	0.02837745087
1178	0.02835403638
1179	0.02834945611
1180	0.02833788624
1181	0.02833318805
1182	0.02832469535
1183	0.02830787452
1184	0.02830430543
1185	0.02829972539
1186	0.02829416505
1187	0.02828944264
1188	0.0282734341
1189	0.02826971969
1190	0.02826386825
1191	0.02825446248
1192	0.02824813141
1193	0.02823868085
1194	0.02823524414
1195	0.02822640749
1196	0.0282122861
1197	0.02820167047
1198	0.02819831642
1199	0.02818896926
1200	0.02818463733
1201	0.02817998969
1202	0.02817326575
1203	0.02816577301
1204	0.02815674284
1205	0.02815052712
1206	0.02814473962
1207	0.02813735579
1208	0.02813370321
1209	0.02812792042
1210	0.02812434102
1211	0.02811296087
1212	0.02810860087
1213	0.02810162716
1214	0.0280937185
1215	0.02808270692
1216	0.02807784255
1217	0.02807119167
1218	0.0280645292
1219	0.02805615613
1220	0.02804857583
1221	0.02804344906
1222	0.02804085491
1223	0.02802663437
1224	0.02801954807
1225	0.02801527036
1226	0.02801000509
1227	0.02800336558
1228	0.02800107969
1229	0.02799592827
1230	0.02798880726
1231	0.02798272011
1232	0.0279691893
1233	0.02796215659
1234	0.02795064496
1235	0.02794432599
1236	0.02794158843
1237	0.02793428189
1238	0.02793033144
1239	0.02792715781
1240	0.02792028443
1241	0.0279126264
1242	0.02790685929
1243	0.02790082014
1244	0.02789478044
1245	0.02788728966
1246	0.02787827076
1247	0.02787588796
1248	0.02786930681
1249	0.02786650333
1250	0.02785991345
1251	0.02785302702
1252	0.02784437037
1253	0.02783827063
1254	0.02783118263
1255	0.02782376554
1256	0.02781718754
1257	0.02781517587
1258	0.02781167194
1259	0.02780515566
1260	0.02779352072
1261	0.02778256474
1262	0.02777446447
1263	0.02776813401
1264	0.02776233756
1265	0.02775727319
1266	0.02775233876
1267	0.02775019971
1268	0.02774671795
1269	0.02774182742
1270	0.02773690391
1271	0.02773059399
1272	0.02772360656
1273	0.02771025736
1274	0.02770697853
1275	0.02769252105
1276	0.02768442009
1277	0.02768143386
1278	0.02767335224
1279	0.02765337788
1280	0.02764466975
1281	0.02763523633
1282	0.02762903985
1283	0.0276212204
1284	0.02761353312
1285	0.02760874484
1286	0.02760551924
1287	0.02760196034
1288	0.02759782488
1289	0.02758720079
1290	0.02757760651
1291	0.02757101657
1292	0.0275672572
1293	0.02756431836
1294	0.02755920262
1295	0.02755064258
1296	0.02754494211
1297	0.02753976603
1298	0.02753088349
1299	0.0275272351
1300	0.02752239509
1301	0.02751741487
1302	0.02751180115
1303	0.02750015843
1304	0.02749696421
1305	0.02749027346
1306	0.02748565385
1307	0.02747967729
1308	0.02747575519
1309	0.02747175698
1310	0.02746943076
1311	0.02746595262
1312	0.02745762954
1313	0.02744885223
1314	0.02744265307
1315	0.02742928553
1316	0.02741954534
1317	0.02741471189
1318	0.0274101893
1319	0.02740042212
1320	0.02739442363
1321	0.02738569972
1322	0.02738033124
1323	0.02737018064
1324	0.02736480789
1325	0.02735920561
1326	0.02735255645
1327	0.02734522257
1328	0.02733637058
1329	0.02732926718
1330	0.02732151133
1331	0.02731593342
1332	0.02731163433
1333	0.0273050879
1334	0.02730182013
1335	0.02729856974
1336	0.02729521702
1337	0.02729175283
1338	0.02728201912
1339	0.02727524906
1340	0.02727068992
1341	0.02726440191
1342	0.02726047953
1343	0.02725559521
1344	0.02724962513
1345	0.02724395172
1346	0.02723682992
1347	0.02722958301
1348	0.02721715846
1349	0.02721370814
1350	0.02720367788
1351	0.02719803399
1352	0.02719211148
1353	0.02718507637
1354	0.02718151794
1355	0.02717388124
1356	0.02716619851
1357	0.0271598416
1358	0.02715796374
1359	0.02715391917
1360	0.02715166192
1361	0.0271334405
1362	0.02712582854
1363	0.02712211286
1364	0.02711859067
1365	0.02711178096
1366	0.02710325059
1367	0.02709601022
1368	0.02708670575
1369	0.02708468304
1370	0.0270766078
1371	0.02707494823
1372	0.02706884291
1373	0.02706579542
1374	0.02705934933
1375	0.02705203757
1376	0.02704573231
1377	0.02703910529
1378	0.02702532787
1379	0.02702326672
1380	0.02701538292
1381	0.02700644917
1382	0.02700466138
1383	0.02699980295
1384	0.02699248525
1385	0.02698837922
1386	0.0269809209
1387	0.02697769516
1388	0.02697211997
1389	0.02696942603
1390	0.0269584103
1391	0.02694183227
1392	0.02693809351
1393	0.02692841884
1394	0.02691138016
1395	0.02689864285
1396	0.02689610074
1397	0.02689185021
1398	0.02688712098
1399	0.02688236992
1400	0.02687459119
1401	0.026867625
1402	0.02686378074
1403	0.02685621507
1404	0.02684920639
1405	0.02684244455
1406	0.02683905982
1407	0.02683493448
1408	0.02682971741
1409	0.02682400057
1410	0.02682206719
1411	0.02681633627
1412	0.02680899061
1413	0.02680519311
1414	0.02679758057
1415	0.02679623366
1416	0.02679052135
1417	0.02678138476
1418	0.02677460065
1419	0.0267667972
1420	0.02676064094
1421	0.02675625847
1422	0.02674742697
1423	0.02674008798
1424	0.02673526099
1425	0.02671472613
1426	0.0267085114
1427	0.02670313455
1428	0.02669761712
1429	0.02669269527
1430	0.02669013902
1431	0.02668614089
1432	0.02668080801
1433	0.02667532772
1434	0.0266683649
1435	0.0266648122
1436	0.0266615643
1437	0.02665824033
1438	0.02664844912
1439	0.02664375634
1440	0.02663702466
1441	0.02662726437
1442	0.02661753191
1443	0.02661383317
1444	0.02661116481
1445	0.02660603599
1446	0.02660097373
1447	0.0265986753
1448	0.0265958778
1449	0.02659294652
1450	0.02658971084
1451	0.02658536914
1452	0.02657949699
1453	0.02657411144
1454	0.02657209881
1455	0.02656698176
1456	0.02656265518
1457	0.0265575712
1458	0.02655285993
1459	0.02655013027
1460	0.02654655151
1461	0.02654249867
1462	0.02653521831
1463	0.02653074768
1464	0.02652058516
1465	0.02651530377
1466	0.02650998556
1467	0.02650514102
1468	0.02650180395
1469	0.02649882545
1470	0.02649739316
1471	0.02649497966
1472	0.02648771242
1473	0.02648174891
1474	0.02647772755
1475	0.02646674043
1476	0.02646418026
1477	0.02646294262
1478	0.02644992929
1479	0.02644685142
1480	0.02644172908
1481	0.02643716773
1482	0.02643543903
1483	0.02642992232
1484	0.02642437682
1485	0.02641888305
1486	0.02641086072
1487	0.0264049973
1488	0.02640044538
1489	0.02639401181
1490	0.02638886513
1491	0.02637903121
1492	0.02637130282
1493	0.02636085023
1494	0.02635609785
1495	0.02635296868
1496	0.02634230184
1497	0.02633678865
1498	0.02633336315
1499	0.02632575126
1500	0.02632072665
